Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
1392592317738074,Jorge Cálix,Jorge Cálix,804,4
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,788,1
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),350,4
104599735671754,Goberna Honduras,Goberna Honduras,276,11
459107311130639,Dr. Luther Harry,Dr. Luther Harry,191,2
459107311130639,Dr. Luther Harry,Dr. Luther Harry,191,2
643513979193133,Unidos por Beatriz,Neuma,173,6
491553204198958,Revistazo.com,Revistazo.com,148,2
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,148,1
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100,3
109580408013707,Francisco Flores,Francisco Miguel Flores Guifarro,≤100,1
114601521910,Jorge Aldana,Jorge  Aldana,≤100,1
103031135787229,Sensus,Sensus,≤100,2
107756041807121,oxfam_es,These ads ran without a disclaimer,≤100,1
709160849247917,Evis Santos,Evis Alexander Santos Tabora,≤100,1
10150140010700647,Canal 11,These ads ran without a disclaimer,≤100,1
140609392651493,Centro Alemán de Información para Latinoamérica,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
177854402389449,Imdosoc,These ads ran without a disclaimer,≤100,1
496839213786593,"Secretaría Nacional de Ciencia, Tecnología e Innovación","Secretaría Nacional de Ciencia, Tecnología e Innovación",≤100,1
103124019069931,clara_klum,These ads ran without a disclaimer,≤100,1
243385523091421,Competent Boards,These ads ran without a disclaimer,≤100,1
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,≤100,2
1691657301053819,No Todos Los Veranos Tienen Que Ser Azules,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,2
109954608456111,Bor Hit,These ads ran without a disclaimer,≤100,1
110812087868882,The House Recipes,These ads ran without a disclaimer,≤100,1
