Location name,Amount spent (EUR)
Abruzzo,928
Aosta Valley,≤100
Basilicata,448
Calabria,1264
Campania,4066
Emilia-Romagna,3720
Friuli-Venezia Giulia,858
Lazio,6339
Liguria,1565
Lombardia,9037
Marche,1018
Molise,206
Piedmont,3245
Puglia,2890
Sardinia,1257
Sicilia,3216
Trentino-Alto Adige,627
Tuscany,2948
Umbria,665
Unknown,≤100
Veneto,3105
