Location name,Amount spent (USD)
Abkhazia,≤100
Adjara,220
Guria,≤100
Imereti,225
Kakheti,≤100
Kvemo Kartli,118
Mtskheta-Mtianeti,≤100
Racha-Lechkhumi and Kvemo Svaneti,≤100
Samegrelo-Zemo Svaneti,137
Samtskhe-Javakheti,≤100
Shida Kartli,104
Tbilisi,1388
Unknown,≤100
