Location name,Amount spent (MYR)
Johor,334
Kedah,261
Kelantan,158
Kuala Lumpur,429
Labuan,≤100
Malacca,116
Negeri Sembilan,125
Pahang,298
Penang,217
Perak,284
Perlis,≤100
Putrajaya,≤100
Sabah,274
Sarawak,311
Selangor,797
Terengganu,181
Unknown,≤100
