Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
108922248816222,Secretaría de Participación Ciudadana,Secretaría de Participación Ciudadana,1925902,19
108291914947259,Mi Derecho a Educar,Felipe Varela,885370,2
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,300033,6
103527991214141,Cero DICOM,Cero Dicom,248087,7
105798328215264,Asistencia Familia,Asistencia Familia,108494,5
1396460303715065,Carozzi,Carozzi,92631,2
56243398247,Parque Arauco,Parque Arauco,56077,3
693763004821307,Gobierno Regional Metropolitano de Santiago,Metrix,55249,1
968772086505075,Gerardo Espíndola Rojas,Gerardo Alfredo Espíndola Rojas,49363,5
228557190541436,BancoEstado,BancoEstado,48460,9
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,45708,10
349984615155,Arauco Maipú,Arauco Maipú,45353,2
106694028236100,Gerencia de Personas,Gerencia de Personas,44532,5
438330923602981,Libres Chile,Libres Chile,42308,15
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,40624,6
1157078510981546,Corporación Municipal Gabriel González Videla,Corporación Municipal Gabriel González Videla,36756,5
199662160160090,Arauco Quilicura,Arauco Quilicura,36562,2
121500767864992,Arauco San Antonio,Arauco San Antonio,34937,2
922533087852291,Luis Malla Diputado,Luis Fabián Malla Valenzuela,32088,4
78239901502,Diario Financiero,Grupo DF,30801,45
1447342118848920,Universidad Adolfo Ibañez,Universidad Adolfo Ibáñez,30143,3
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,30000,1
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,26420,19
1548643738480723,Asistencia Deudores,Asistencia Deudores,22152,2
148509455344005,Milka,These ads ran without a disclaimer,21124,2
105216321995280,Pivotes_cl,Fundación Pivotes,18687,1
10152723078,Alejandro Navarro,Alejandro Navarro,16467,1
1409821842658101,Merlín Research,Merlín Research,14090,1
181189911970230,Alberto Undurraga V,Alberto Undurraga V,13452,1
