Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
99632942471,Læger uden Grænser (MSF),Læger uden Grænser (MSF),16528,33
26458152911,SOS Børnebyerne,SOS Børnebyerne,11752,36
125934997444897,SuperBrugsen,Coop,10770,11
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,10404,70
63691965101,UNICEF Danmark,UNICEF Danmark,7125,8
90497015205,Kvickly,Coop,6867,6
122577072476986,Amalo,Amalo,6245,54
12860228293,Politiken,Politiken,6128,9
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,5797,13
72672361910,Børns Vilkår,Børns Vilkår,4892,16
67571270393,Red Barnet,Red Barnet,4703,41
65929129383,Røde Kors,Røde Kors,4330,15
399210657232918,PlanBørnefonden,PlanBørnefonden,3894,17
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,3860,50
116269191760882,DSB,DSB,3657,4
59143726810,Psykiatrifonden,Psykiatrifonden,3589,3
66328502645,Dagbladet Information,Dagbladet Information,3518,16
867877683280051,Weekendavisen,Weekendavisen,3064,21
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,2737,18
12787473132,Berlingske,Berlingske,2169,24
178362315106,European Parliament,European Parliament,2022,15
748887235210811,Obton Forvaltning A/S,Obton A/S,1973,12
223040066022,Enhedslisten,Enhedslisten,1933,3
1688214178159008,BARONS,BARONS,1932,8
106468772046278,Project Greensand,Project Greensand,1676,7
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,1575,48
287306323369,Børnecancerfonden,Børnecancerfonden,1513,4
55365680705,Greenpeace Danmark,Greenpeace Danmark,1483,31
314676938743,DM din akademiske fagforening,DM,1437,9
105511328705392,HØRT,Børns Vilkår,1415,2
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,1367,10
107976064975368,Drivkraft Danmark,Drivkraft Danmark,1365,1
102154048301476,Lederstof.dk,Lederne,1333,3
250994288337708,Sex og Samfund,Sex og Samfund,1205,8
17428770950,RÆSON,Clement Kjersgaard,1116,1
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,1104,21
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,1075,19
19176473894,IMS (International Media Support),IMS (International Media Support),1021,20
121570596369,CARE Danmark,CARE i Danmark,880,44
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,880,22
111095867334448,Rent Hav,Rent Øresund,877,2
130388840342741,Danske Bank,Danske Bank,875,6
1704424023182897,Politiken Historie,Politiken Historie,868,9
126543540781090,Ældre Sagen,Ældre Sagen,858,13
304554445813,Videncentret Bolius,Videncentret Bolius,812,13
1643818125897989,Fonden Novavi,Fonden Novavi,809,23
154415494575789,IDA,IDA,795,4
173328802715590,Region Midtjylland,Region Midtjylland,779,2
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,760,1
