Location name,Amount spent (USD)
Central Province,≤100
Eastern Province,≤100
North Central Province,≤100
North Western Province,≤100
Northern Province,≤100
Sabaragamuwa Province,≤100
Southern Province,≤100
Unknown,≤100
Uva Province,≤100
Western Province,114
