Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
100771226087265,Susie's Tips,Susie's Tips,17329,41
408582579294175,UK government,UK Government,11301,29
6233536938,War Child UK,War Child UK,6082,27
102639461303190,Fair Pay For All,Fair Pay For All,6018,162
311627208673,WWF UK,WWF UK,3977,85
7715002593,UNICEF UK,Unicef UK,2798,7
9250349228,Greenpeace UK,Greenpeace UK,2659,188
10499876484,Compassion in World Farming,Compassion in World Farming,2110,115
10677003998,Shelter,Shelter,2084,477
348366988862054,Oxfam Campaigns,Oxfam Great Britain,1869,13
799576543492660,The Week Junior,The Week Junior,1765,56
841894835830532,Electoral Commission UK,Electoral Commission UK,1370,35
8807334278,Conservatives,The Conservative Party,1306,44
260012884055691,Metropolitan Police Service,Metropolitan Police Service,1255,65
241312696375349,National Education Union,National Education Union,1187,2
268801635305,Breast Cancer Now,Breast Cancer Now,1118,5
483680375497477,Shell Energy,Shell Energy Retail Limited,1097,20
13047522725,Crimestoppers,Crimestoppers,1058,104
1046117708754519,Care4Calais,Care4Calais,966,39
208573062515662,Freedom from Torture,Freedom from Torture,931,143
7527864602,WaterAid UK,WaterAid UK,930,53
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),907,62
10114144851,NSPCC,NSPCC,871,14
114866635205456,Medtronic,These ads ran without a disclaimer,841,1
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,835,14
104259838288065,Independent Monitoring Authority,Independent Monitoring Authority,832,12
35671512696,World Animal Protection UK,World Animal Protection UK,831,41
165099760197787,Welsh Government,Welsh Government,808,341
121936349543,World Vision UK,World Vision UK,792,46
1613092172114946,DWP Digital,Department for Work and Pensions,764,6
514212165305248,Leigh Day,Leigh Day,762,62
97116898596,Sightsavers,Sightsavers,758,52
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,653,29
19895907944,CAFOD,CAFOD,625,50
47612991154,Dignity in Dying,Dignity in Dying,596,30
59367068326,The Ramblers,The Ramblers,594,16
26698813123,British Red Cross,British Red Cross,583,15
54779960819,United Nations,United Nations with Facebook Ad Credits,576,2
248887561894779,Home Energy Scotland,Home Energy Scotland,568,8
1738524969810037,Mission India UK,Mission India UK,559,8
177855115588808,The Week UK,The Week UK,523,22
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,520,8
7043497714,Christian Aid,Christian Aid,498,22
34994060032,Students' Union UCL,Students' Union UCL,483,4
117476785190,Save the Children UK,Save the Children UK,477,14
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",476,7
139695000173,Good Energy,Good Energy,472,21
103458012300068,Renters' Reform Coalition,Renters Reform Coalition,469,3
18044497940,Plan International UK,Plan International UK,469,52
394936823930287,Age International,Age International,448,6
192492137520412,HETAS,HETAS,445,2
143837658998810,WWT,Wildfowl and Wetlands Trust,444,24
108951391565231,Help to Heat,Huw John Llewellyn,438,12
108780457170240,Cut Carbon Not Forests,Cut Carbon Not Forests,431,3
158077247591710,Refuge,Refuge,409,65
107310464728068,Britain Remade,BRM Futures Limited,393,33
220543443746,International Rescue Committee - UK,International Rescue Committee UK,388,31
21242962092,ClientEarth,ClientEarth,385,9
238394282845251,The Big Issue,The Big Issue,373,2
159100234275780,UK Government Scotland,Office of the Secretary of State for Scotland,370,4
195754307110390,Right To Life UK,Right To Life UK,351,4
730993880393394,Michelle O'Neill,Sinn Féin,350,51
7624294394,Amnesty International UK,Amnesty International UK,344,23
18168505158,The Woodland Trust,Woodland Trust,331,44
8555757947,Tearfund,Tearfund,321,30
210786739051667,Woodland Trust Cymru,Woodland Trust,319,8
2047806148766050,Animal Equality UK,Animal Equality UK,318,1
1160491283986885,Parent Club Scotland,Parent Club Scotland,309,12
358126247463,Speech and Language UK,Speech and Language UK,296,12
13695746395,Guide Dogs UK,Guide Dogs,292,17
103235614702554,Child Protection Scotland,Child Protection Committees Scotland,292,2
110934940687948,"Sharon Graham - General Secretary, Unite the Union",Unite Sharon Graham,286,2
103156819362655,Essex Violence and Vulnerability Unit,Essex VVU,285,13
169042736456594,All Out,All Out,280,14
442816382865338,Social Security Scotland,Social Security Scotland,278,7
274651352565844,Oltco Ltd,Oltco Ltd,278,117
40409120801,Refugee Council,Andrea Corinaldesi,270,8
208189704820,Ellen MacArthur Foundation,Ellen MacArthur Foundation,266,55
25749647410,The Labour Party,The Labour Party,252,492
1382543595173440,Humane Society International - UK,Humane Society International/UK,250,2
158845110844485,British Deaf Association,British Deaf Association,247,11
18366996074,War on Want,War on Want,241,19
101958682650112,ESG UK,Energy Saving Grants,233,60
200006375787,38 Degrees,38 Degrees,233,10
249209468838241,Good Law Project,Good Law Project,230,32
490007667679401,Hugh James,Hugh James,230,4
138007436233900,Public Health Agency,Public Health Agency,229,7
313376249090900,The Humane League UK,The Humane League UK,220,17
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,219,5
97708339756,Action for Children,Action for Children,217,8
88845925295,Fairtrade Foundation,Fairtrade Foundation,214,9
912590792245688,NHS Negligence Claims,Online Legal Limited,204,1
121292038029801,The Passage Charity,The Passage,192,9
124312450925812,Lancashire County Council,Lancashire County Council,182,1
1660600037490738,Guardian Labs,Guardian Labs,182,9
16340868161,Northern Ireland Human Rights Commission,Northern Ireland Human Rights Commission,175,21
284245658291357,Leukaemia Care,Leukaemia Care,174,18
13533633585,National Trust,National Trust,172,3
8876787713,Mental Health Foundation,Mental Health Foundation,171,24
246872175166,Action Against Hunger UK,Action Against Hunger UK,169,55
401847960644025,Extinction Rebellion UK,Extinction Rebellion,166,61
320344981331677,Net Zero Scotland,The Scottish Government,165,3
303381303198329,Local Government Boundary Commission for England,LGBCE,163,7
353224381469808,ifaw,IFAW,159,10
547761111920012,Anglian Water - Love Every Drop,Anglian Water,158,4
18933990398,Stonewall,Stonewall UK,157,5
114738159729,"Praxis, for Migrants and Refugees","Praxis, for Migrants and Refugees",157,101
190194154347100,Llywodraeth Cymru,Llywodraeth Cymru,156,183
63451405593,NFU Online,NFU Online,150,9
166335402260,Scottish Water,Scottish Water,149,1
1863944713844924,Best For Britain,Best for Britain,147,3
11055104471,ONE,ONE Against Poverty (UK),144,9
102597117269,eBay.co.uk,These ads ran without a disclaimer,136,1
39605200520,ActionAid UK,ActionAid UK,135,8
110538548040758,Care2 UK,John Ayling & Associates,135,17
251962071804061,Four Nine,Four Nine,127,1
1586251881644270,Keir Starmer,The Labour Party,126,127
603389616739829,Bite Back 2030,Bite Back 2030,123,23
