Location name,Amount spent (NOK)
Akershus,2666
Aust-Agder,370
Buskerud,1088
Finnmark,280
Hedmark,651
Hordaland,2204
Møre og Romsdal,2081
Nord-Trøndelag,597
Nordland,917
Oppland,662
Oslo,7634
Rogaland,1858
Sogn og Fjordane,414
Sør-Trøndelag,1932
Telemark,842
Troms,838
Unknown,≤100
Vest-Agder,773
Vestfold,1445
Østfold,1156
