Page ID,Page name,Disclaimer,Amount spent (HTG),Number of ads in Library
1691657301053819,No Todos Los Veranos Tienen Que Ser Azules,These ads ran without a disclaimer,≤100,1
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,≤100,2
243385523091421,Competent Boards,These ads ran without a disclaimer,≤100,1
410809436013820,Gedony Fontil,These ads ran without a disclaimer,≤100,1
106245928863654,Pandex Rosário,These ads ran without a disclaimer,≤100,1
109299071715232,Kurup Digital,These ads ran without a disclaimer,≤100,1
101022822539478,Bino Reading,These ads ran without a disclaimer,≤100,1
237650313048963,China Admissions,These ads ran without a disclaimer,≤100,2
285530825204,Klitschko,These ads ran without a disclaimer,≤100,2
100636899712,Uusi Suomi,These ads ran without a disclaimer,≤100,1
