Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,714
Bicol Region,16361
Cagayan Valley,2964
Calabarzon,18449
Caraga,1752
Central Luzon,10802
Central Visayas,8438
Cordillera Administrative Region,1929
Davao Region,4730
Eastern Visayas,2838
Ilocos Region,5292
Metro Manila,40572
Mimaropa,2299
Northern Mindanao,4669
Soccsksargen,3379
Unknown,≤100
Western Visayas,11552
Zamboanga Peninsula,2778
