Location name,Amount spent (ARS)
Buenos Aires,1249134
Catamarca,249208
Chaco,43621
Chubut,78152
Ciudad Autónoma de Buenos Aires,303120
Corrientes,20253
Córdoba,3238142
Entre Rios,52248
Formosa,14273
Jujuy,38542
La Pampa,171051
La Rioja,10349
Mendoza,108255
Misiones,27697
Neuquén,114587
Río Negro,29274
Salta,176664
San Juan,79938
San Luis,73474
Santa Cruz,7578
Santa Fe,190389
Santiago del Estero,13221
Tierra del Fuego,22478
Tucuman,35267
Unknown,≤100
