Location name,Amount spent (NOK)
Akershus,2351
Aust-Agder,428
Buskerud,1115
Finnmark,279
Hedmark,663
Hordaland,1913
Møre og Romsdal,888
Nord-Trøndelag,466
Nordland,914
Oppland,651
Oslo,4727
Rogaland,1977
Sogn og Fjordane,382
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,1209
Telemark,660
Troms,658
Unknown,≤100
Vest-Agder,1218
Vestfold,964
Østfold,1331
