Page ID,Page name,Disclaimer,Amount spent (RON),Number of ads in Library
1058116737612843,USR,Uniunea Salvați România,11733,17
990747367737692,Cătălin Drulă,Uniunea Salvați România,3547,5
178362315106,European Parliament,European Parliament,2275,8
163943696987223,Ziarul Puterea,Ziarul Puterea,1554,36
321890494859228,Vlad Gheorghe,GHEORGHE VLAD-DAN,1380,83
988607871174850,Grupul de Investigatii Politice,Grupul de Investigatii Politice,1315,1
236215875884,Libertatea,Libertatea,1313,1
181375448581167,Partidul Naţional Liberal,Partidul Național Liberal,1220,20
1395939193764858,Marcel Ciolacu,Partidul Social Democrat,1046,18
107898832590939,European Commission,European Commission,709,4
1133289623473565,Lucian Patrascu,Partidul Social Democrat,664,8
1559885467641191,Râul Alb,Râul Alb,528,12
697451833786949,Mihai Polițeanu,POLITEANU MIHAI-LAURENTIU,520,8
1577877239102295,Nicolae Ionel Ciucă,Partidul National Liberal,470,5
200504554237674,USR Teleorman,USR Teleorman,460,2
114319753592403,AFACERI.news,Horia-Marius Bogdan,423,8
147547541961576,Council of the European Union,Council of the European Union,414,8
112664490103704,Salvăm România,Salvăm România,413,2
181375448581167,Partidul Naţional Liberal,Partidul National Liberal,384,7
2546711162025064,Politice.net,politice.net,348,2
123526378261795,Stiri Locale,Stiri Locale,347,3
444661942362092,USR Sector 4,USR Sector 4,342,2
113873916863079,Mathias Corvinus Collegium - Erdély,Mathias Corvinus Collegium Egyesület,339,24
207741001672,Speranta pentru Romania,Speranta pentru Romania,333,4
509548582409324,Ghidul Primãriilor,Millenium Management Sistem SRL,259,9
100742615155260,Eugen Terente,Terente Eugen,258,3
177992992396061,SenioriNET,SenioriNET,240,1
103163884940349,Larisa Blanari,Marketing @Cevaltceva,226,3
1047658422027323,Dan Ivan,Ivan Dan,208,1
113795383753850,Viorel Băltărețu,Cabinet Parlamentar Viorel Băltărețu USRPLUS Cluj,201,13
731035500293728,Siegfried Muresan,Siegfried Muresan,188,1
612912695435095,Factual,Factual,183,7
1498149113813076,Florin Cîţu,CITU FLORIN-VASILE,181,4
1449284915381234,Ionel Bogdan,PNL Maramureş,180,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,171,3
494469087244449,Eugen Tomac,Eugen Tomac,168,1
102106432515274,Partidul Patriotilor,Partidul Patriotilor,159,1
106107464631160,Cristian Bordei,Cristian Bordei,158,2
101340741758468,Radu Pescar,Pescar Radu Mircea,146,7
375782699694430,USR Ialomița,USR Ialomița,144,2
686190454826244,Declic,Declic,143,35
428654640523065,Mircea Rosca,Chelan Bogdan,141,1
103699915626820,NyárON Szereda,NyárON Szereda,138,8
104903512152451,Ionel Sandu - Pagina Oficiala,Ionel Sandu,137,2
219945448554768,Ministerul Investitiilor si Proiectelor Europene,Gabriel Bujor,136,3
110980981783633,Modernizăm România,Partidul National Liberal,134,1
165467823513147,Alin Tișe,Alin Tișe,131,2
220579784732993,Daniel Buda,Buda Daniel,129,3
176989973158138,Guvernare.net,Guvernare.net,126,2
132389806830877,Peace Action Training and Research Institute of Romania (PATRIR),Peace Action Training and Research Institute of Romania (PATRIR),125,2
348610102203573,Radu Miruţă,MIRUTA RADU-DINEL,124,1
1469610256621123,PNL Dambovita,PNL Dambovita,124,3
110416341471979,Forța Dreptei Vrancea,Forta Dreptei Vrancea,121,1
494469087244449,Eugen Tomac,Partidul Miscarea Populara,117,2
329619180721358,Cosette Chichirău,Chichirau Cosette-Paula,116,2
102626229459814,Spunem NU pasajului subteran,Partidul Câmpina Curată,115,9
109556372802910,USR Dolj,USR Dolj,108,2
181221645364365,Carmen Avram,Carmen Avram,105,3
225783874101141,Institutul pentru Politici Sociale,Institutul pentru Politici Sociale,101,28
1634415100191327,Oana Marciana Özmen,Oana Marciana Özmen,≤100,1
337159212964962,Ziua de Cluj,Ziua de Cluj,≤100,1
113009310432947,Ilie Cheșa,Chesa Ilie,≤100,1
360828814115641,Asociatia Slujire Crestina,Asociatia Slujire Crestina,≤100,2
108295090637741,ASAP România,Fundatia The Institute,≤100,2
100211372942318,România=GEȚIA,Mărgărit-Daniel Buzoi,≤100,1
364996840328403,Asociația Liga Albanezilor din România,ALAR,≤100,1
827831393930594,Alin Ignat,IGNAT ION-ALIN-DAN,≤100,2
149371012371397,Newsweek Romania,Newsweek Romania,≤100,2
104618144609732,Szenner Zoltan,USR Brașov,≤100,1
2443020582586584,Romania Eficienta,Romania Eficienta,≤100,8
107029625474765,Nicușor Halici,PSD Vrancea,≤100,5
137651470305528,Federația Patronală Petrol și Gaze,Federatia Patronală Petrol și Gaze,≤100,6
675042232534141,Vincze Loránt,Vincze Loránt,≤100,4
186612088034700,Facias - Fundatia pentru Apararea Cetatenilor Impotriva Abuzurilor Statului,FACIAS,≤100,7
104519198394311,Rareș Hopincă,Rares Hopinca,≤100,3
109849657256655,60m.RO,60M.RO,≤100,6
953390258052307,Ziar Harghita,Media PR Grup,≤100,1
104484254797326,Laura Vicol,Deputat Laura Vicol,≤100,1
289324877762564,Expert Forum (EFOR),Expert Forum (EFOR),≤100,3
108354630810359,Robert Alecu,Robert Alecu,≤100,2
418397358314460,Silviu Mănăstire,Silviu Mănăstire,≤100,4
174434106304018,USR Galați,USR Galați,≤100,5
