Location name,Amount spent (BRL)
Acre (state),623
Alagoas,3346
Amapá,1634
Amazonas,4569
Bahia,12990
Ceará,10590
Espírito Santo,2503
Federal District,4933
Goiás,7664
Maranhão,5557
Mato Grosso,4490
Mato Grosso do Sul,2114
Minas Gerais,17976
Paraná,7821
Paraíba,4591
Pará,9473
Pernambuco,9907
Piauí,3046
Rio Grande do Norte,4095
Rio Grande do Sul,12901
Rio de Janeiro (state),12254
Rondônia,1468
Roraima,1865
Santa Catarina,5822
Sergipe,3291
São Paulo (state),44368
Tocantins,3992
Unknown,≤100
