Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
1468570519872644,Santiago Peña,PRANA SA,4769416,24
175406365841914,Arnoldo Wiens,Global Agencia,4696169,44
196599783696918,Efrain Alegre,Pedro Efraín Alegre Sasiain,2344877,15
532716330164048,Sole Núñez,Soledad Núñez,1834851,20
1310731702357133,GEN,GEN,1799570,8
1695481804025162,Eduardo Nakayama,Eduardo Hirohito Nakayama Rojas,1406926,2
862862090459595,Seba Villarejo,Juan Sebastian Villarejo Velilla,1310464,26
132554373464255,La Nación,Nación Media,966811,15
266016903502005,Senador Carlos Gómez Zelada,Senador Carlos Gómez Zelada,940850,2
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,836941,7
309537729651941,JuanMa Brunetti,Global Agencia,803114,16
110447625137045,Pilar Callizo,PautaPY,767214,2
242118359309178,Ricardo Estigarribia,Douglas Mateus Hendges,762195,7
286989224667281,Marito Abdo,Marca Py,675043,3
842985112443215,Ulises Quintana,IMAGEN DE GOBIERNO,564636,13
100617802815343,Orlando Penner Senador 2023,Orlando Penner Dürksen,529752,9
325540631525675,En La Tecla,En la Tecla,525129,5
109830218400800,Lea Giménez,Lea Raquel Gimenez Duarte,510691,2
102266292553995,Sucia Política,Diego Ricardo Ramírez,488058,4
199949073442305,Lilian Samaniego,Adventura,429765,10
1593908204188878,Arq. Carlos López,Juan Roberto Villaverde Emategui,396180,11
111353505103100,Santi Mbatara,Somos Paraguay,382395,10
111941744627764,Jorge Ayala,Jorge Miguel Ayala Lopez,375337,6
1813746978719204,Diputado Nacional Pastor Soria Melo,Pastoremilio Soria Melo,365326,34
406051639796522,Eduardo Zavala,Eduardo Zavala,360779,46
1964503917155087,Stephan Rasmussen,Stephan Rasmussen Gonzales,360750,5
104096115823278,Tomas Bittar Junta de Gobierno 2023-2028,Tomas Enrique Bittar Navarro,352726,5
108246601026063,Derlis Rodríguez Diputado 2023,Derlis Manuel Rodríguez Baez,307104,6
102684267782773,José Plate Silvero,Creagenz,305267,2
1593908204188878,Arq. Carlos López,Fabio Raul Morales Insaurralde,277374,4
102467002671611,Jorge Heisecke,Jorge Heisecke,268491,3
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,266760,7
106981968505171,Adi Vázquez,Aditardo Vázquez Rojas,257607,11
102193762632115,Patricia dos Santos,Patricia Dos Santos,244156,22
100188219465134,Senador Derlis Osorio,Derlis Ariel Alejandro Osorio Nunes,216866,4
102804492578710,Legalmente Hablando,Nueva Tecno,214996,2
2033757383511165,Mario Paz Castaing,Rocio Magali Moreno Vera,203837,5
297881240653321,Diputado Edgar Acosta Alcaraz,Rosa Teresa Duarte Soto,196828,11
827201027312903,César LANDY Torres,PRANA SA,180375,1
120061519391875,César Paredes,César Paredes,166115,6
1832577620365172,Eusebio Ramón Ayala Senador 2023,Manu Nuñez Franco,165090,4
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,163567,2
1711765125817047,Aldo Florentin,IMAGEN DE GOBIERNO,153341,4
106682318781403,Rafaela Guanes Senadora,Rafaela Guanes,151515,3
1100381323431017,Wilberto Cabañas,Wilberto Cabanas,147879,14
100778482648263,Cerini 2023,DGWorld Consultoría Digital,147155,3
