Location name,Amount spent (NZD)
Auckland Region,1295
Bay of Plenty Region,321
Canterbury,528
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,165
Manawatu-Wanganui,218
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,160
Otago,231
Southland,≤100
Taranaki,115
Tasman District,≤100
Unknown,≤100
Waikato,384
Wellington Region,394
West Coast,≤100
