Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,4505,14
57544755889,Amnesty International Polska,Amnesty International Polska,2885,52
176114889652,Kancelaria Premiera,Kancelaria Premiera,2247,1
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,2066,13
654912251187357,Grupa PGE,Grupa PGE,1861,3
250387950908,Tygodnik Solidarność,Tygodnik Solidarność,1491,18
108675458379147,Liczy się energia,Liczy się energia,1232,2
311766890555,Fundacja Batorego,Fundacja Batorego,1225,43
513969188677442,Compassion Polska,Compassion Polska,1207,19
178362315106,European Parliament,European Parliament,1167,9
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1145,21
136884656519145,IOM Poland,International Organization for Migration,1054,6
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,876,12
339855706171439,Dobra Fabryka,Dobra Fabryka,864,12
182038191908977,Cyfryzacja KPRM,Kancelaria Prezesa Rady Ministrów,841,14
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,784,10
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,771,88
273827962690526,Otwarte Klatki,Otwarte Klatki,680,13
101510036210805,Centrum Interwencji Kryzysowej w Łodzi,Centrum Promocji i Rozwoju Inicjatyw Obywatelskich OPUS,648,6
50063176484,TVN24,TVN,628,18
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,544,18
107898832590939,European Commission,European Commission,512,3
133482470024453,Newsweek Polska,Newsweek Polska,477,8
1407603489492838,Instytut na rzecz Kultury Prawnej Ordo Iuris,Instytut na rzecz Kultury Prawnej Ordo Iuris,467,1
137877409609952,Lewica,Nowa Lewica,458,2
514735281965536,Demagog,Stowarzyszenie Demagog,447,9
102792325966064,Kopalnia kitu,Kopalnia Kitu (DoubleD Marketing),433,2
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,403,7
1477251852486946,Kosma Złotowski,Grupa Europejskich Konserwatystów i Reformatorów,365,11
104921858016507,Dzień Dobry Podatki,Michał Wilk,360,11
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,350,21
102931488739,Platforma Obywatelska,Platforma Obywatelska,348,8
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,347,12
371981706755861,Kierunek na EKO,OS3 Sp. z o. o.,347,5
228168274881,wysokieobcasy,wysokieobcasy,345,7
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,303,8
1683534065241470,OKO.press,OKO.press,297,14
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,276,3
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,275,2
426784938154184,PrzyjacieleZwierzat.pl,PrzyjacieleZwierzat.pl,272,1
202813996476257,Podlaski.info,Tygodnik Podlaski,243,3
109218848183780,Marek Woźniak,UMWW,240,6
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,232,14
114524274896891,Polska nеws,These ads ran without a disclaimer,222,1
142218132483199,Kasa Stefczyka,Kasa Stefczyka,215,5
427646927347438,A4 Katowice - Kraków,Stalexport Autostrada Małopolska S.A.,213,4
487587700423,Miasto Gdańsk,Miasto Gdańsk,210,3
178415208919146,Solidarna Polska,Solidarna Polska,209,2
1227194230675141,Pratia,Pratia SA,208,5
475584852475176,Pozytron,Bartłomiej Jan Ginter,195,6
100120136068412,Reo.pl - platforma handlu energią z OZE,Reo.pl Sp. z o.o.,193,4
100174855998824,"Беларускі полк ""Пагоня"" / Belarusian Regiment Pahonia","Беларускі полк ""Пагоня"" / Belarusian Regiment Pahonia",191,5
142614625077,WWF Polska,WWF Polska,183,2
199877710116314,Patryk Jaki,Patryk Jaki,181,2
100302862419697,"Wielkopolska, tej",UMWW,179,12
100600111478700,Nowa Energia Dla Łodzi,VEOLIA NOWA ENERGIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,172,7
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,158,8
385532321805330,Pomorskie,Pomorskie,156,4
658695000844495,Adam Andruszkiewicz,Adam Andruszkiewicz,156,4
173086948664,Infor.pl,Infor.pl,153,8
521216701360487,MURATOR,MURATOR,152,1
312204349288060,Mariusz Gosek,Mariusz Gosek,149,6
127619873953536,Stefczyk.info,Stefczyk.info,148,3
271502918243,Polski Czerwony Krzyż (PCK),Polski Czerwony Krzyż (PCK),145,2
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,145,11
305401181544,UNICEF Poland,UNICEF Polska,142,3
1181684038602267,Niepodległa,"BIURO PROGRAMU ""NIEPODLEGŁA""",132,11
255100403945,Polityka,Polityka,127,10
366513693549844,Dr Witold Czarnecki - Poseł z Wielkopolski,Dominik Szopa,125,19
999568213449974,"Niezależni PV - Fotowoltaika dla domu, firmy i rolnictwa",Łukasz Zbigniew Czerwiński,123,21
147284671976535,Jak wygrać wybory? Praktycznie o kampaniach wyborczych,Jacek Babiel,121,6
391098174296294,Super Express,se.pl,120,6
107898832590939,European Commission,These ads ran without a disclaimer,118,1
286672948180163,Tomasz Trela,Poseł Tomasz Trela,117,1
1863743663893316,Fundusz Obywatelski im. Henryka Wujca,Fundacja dla Polski,116,7
256314858405394,Paweł Olszewski,Paweł Olszewski,115,1
153679474688551,Wydawnictwo Fronda,Wydawnictwo Fronda,111,3
101675557899435,Wiadomości Szczecin,Gmina Miasto Szczecin,109,1
143951191449,Profinfo.pl,Wolters Kluwer PL,107,5
230415296997772,bydgoszcz.pl,bydgoszcz.pl,107,3
203627442993022,Portal Oświatowy,Wiedza i Praktyka,103,1
74863922834,Krytyka Polityczna,Krytyka Polityczna,103,5
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,103,9
814991668621838,Norbert Kaczmarczyk,Norbert Kaczmarczyk,≤100,2
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,≤100,6
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,2
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,≤100,11
288949918697908,Łódzkie.pl,Województwo Łódzkie,≤100,1
195591907176717,Grzegorz Piechowiak - Wiceminister Rozwoju i Technologii,Biuro Posła Grzegorza Piechowiaka,≤100,1
334031263082,Międzynarodowy Festiwal Sztuk Przyjemnych i Nieprzyjemnych,Teatr Powszechny w Łodzi,≤100,7
821489871370233,Rafał Romanowski - Poseł na Sejm RP,Romanowski Rafał,≤100,15
108494929216934,Marcin Kierwiński,Marcin Kierwiński,≤100,1
505864632777215,Tygodnik Lisickiego,Orle Pióro sp. z o.o.,≤100,3
130220166122,Kupuj odpowiedzialnie,Kupuj odpowiedzialnie,≤100,3
102838159114607,TuPlaneta,Moja Turkusowa Planeta,≤100,1
406758116099067,Fundacja Kasisi,Fundacja Kasisi,≤100,2
111993840665768,Stowarzyszenie Kultury Chrześcijańskiej im. Ks. Piotra Skargi,Stowarzyszenie Ks. Piotra Skargi,≤100,6
102577288350341,Super Biznes,se.pl,≤100,3
107396187476330,LUX MED Stomatologia,"LUX MED Sp. z o.o.,",≤100,2
363474570925082,Jolanta Milas KP,Jolanta Elżbieta Milas,≤100,2
163488137165461,E.ON Polska,E.ON Polska,≤100,2
69153026654,Jerzy Buzek,Jerzy Buzek,≤100,1
621959344553367,DNA Rynków - merytorycznie o giełdach i gospodarkach,DNA Rynków,≤100,18
191293647587209,SKK Polonia Warszawa,SKK Polonia Warszawa sp. z o.o.,≤100,1
426735034064813,Parlament Europejski - Biuro we Wrocławiu,Biuro Parlamentu Europejskiego we Wrocławiu,≤100,2
114265080356649,EuroKlima - Energy,EuroKlima Energy,≤100,1
111778487054045,TOGETAIR,Kamil Magot,≤100,1
231548847040940,Piotr Uściński - Wiceminister Rozwoju i Technologii,Piotr Uściński,≤100,1
125185964281959,Centrum Edukacji Obywatelskiej (CEO),Centrum Edukacji Obywatelskiej (CEO),≤100,1
1725148494424834,Urząd Marszałkowski Województwa Wielkopolskiego,Urząd Marszałkowski Województwa Wielkopolskiego,≤100,5
1496359750659795,Michał Wójcik,Michał Wójcik,≤100,2
1643686859194259,Sebastian Kaleta,Sebastian Kaleta,≤100,1
163064650412661,Teatr Powszechny w Łodzi,Teatr Powszechny w Łodzi,≤100,2
181020632309,Wydawnictwo Znak,Wydawnictwo Znak,≤100,68
370535546308040,Natemat.pl,GLOB360,≤100,1
834495839904474,Michał Cieślak,Leszek Mikołaj Zajęcki,≤100,6
205945942802470,Polska Agencja Rozwoju Przedsiębiorczości,Polska Agencja Rozwoju Przedsiębiorczości,≤100,2
105039892358886,FURPO,FURPO GROUP SP. Z O.O.,≤100,4
101139355034097,Represjonowani w latach 1944-1989r,Kamil Antkowiak,≤100,2
106991535121828,Medilife. Centrum Rozwoju,Medilife. Health & Care,≤100,25
122436147816214,Skłodowscy.pl,Kancelaria Podatkowa Skłodowscy,≤100,12
352969621437965,Magna Polonia,Fundacja Magna Polonia,≤100,5
160341610647590,Łukasz Gibała,Kraków dla Mieszkańców,≤100,2
530684193733422,Marcin Skonieczka,Marcin Skonieczka,≤100,1
207653439276138,Fundusze Europejskie dla Dolnego Śląska,Fundusze Europejskie dla Dolnego Śląska,≤100,3
