Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,24066,117
12860228293,Politiken,Politiken,15869,20
114022008656246,Danmarks Indsamling,Danmarks Indsamling,9279,3
123653695693986,Motatos Danmark,Motatos,6662,9
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,5917,28
250994288337708,Sex og Samfund,Sex og Samfund,5261,31
112229035481469,HK Danmark,HK Danmark,4283,8
65929129383,Røde Kors,Røde Kors,3981,22
101875098313543,Andel,Andel,3797,22
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,3010,39
12787473132,Berlingske,Berlingske,2766,26
1471913586453233,Organdonation - ja tak,Organdonation - ja tak,1878,1
748887235210811,Obton Forvaltning A/S,Obton A/S,1860,11
437410226312057,Københavns Kommune,Københavns Kommune,1721,13
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,1611,6
59143726810,Psykiatrifonden,Psykiatrifonden,1598,4
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,1555,4
130388840342741,Danske Bank,Danske Bank,1456,4
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,1354,6
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,1314,2
132344416862423,FOA,FOA,1295,2
106468772046278,Project Greensand,Project Greensand,1281,11
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,1211,8
49348971479,Pia Olsen Dyhr,SF,1159,6
69985338410,Jacob Mark,SF,1146,3
102154048301476,Lederstof.dk,Lederne,1042,29
304554445813,Videncentret Bolius,Videncentret Bolius,1021,13
55365680705,Greenpeace Danmark,Greenpeace Danmark,1011,15
104023927005,NRGi,NRGi,993,12
146956228206,Red Barnet Ungdom,Red Barnet Ungdom,967,24
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,960,32
133707013355759,Danner,Danner,931,1
314676938743,DM din akademiske fagforening,DM,924,26
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,919,21
867877683280051,Weekendavisen,Weekendavisen,816,36
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,766,18
200709746630443,Dyrenes Beskyttelse,Dyrenes Beskyttelse,664,1
246977185497434,Plastic Change,Plastic Change,646,9
105511328705392,HØRT,Børns Vilkår,604,4
1417372171814283,Byggegruppen 3F,Byggegruppen 3F,578,2
126543540781090,Ældre Sagen,Ældre Sagen,553,18
427213910721659,Dansk Blindesamfund,Dansk Blindesamfund,453,5
110560691837684,SolCompagniet,SolCompagniet,451,1
287306323369,Børnecancerfonden,Børnecancerfonden,438,2
182121298931589,Odense Kommune,Odense Kommune,430,3
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,430,2
334571029981175,DM og MA studerende,DM,404,4
2319925761607995,Radio4,RADIO FM4 A/S,403,18
107411260903386,Emyze. All in for less.,These ads ran without a disclaimer,402,6
36664432940,Amnesty International Danmark,Amnesty Danmark,394,17
304554445813,Videncentret Bolius,Bolius,361,3
72672361910,Børns Vilkår,Børns Vilkår,338,9
1667366646866527,Mads Panny,Mads Panny,324,5
412665418794113,Claus Jensen,Dansk Metal,300,1
1724068710936501,Anja C Jensen,HK Danmark,267,3
1704424023182897,Politiken Historie,Politiken Historie,265,13
341299649231023,Zetland,Zetland,244,3
102031171445921,Grønne Nabofællesskaber,Grønne Nabofællesskaber,236,22
246097715413231,Alkohol & Samfund,Alkohol & Samfund,224,10
458650074898193,Indblik.dk,Indblik.dk,220,4
199699810115067,Forbrugerrådet Tænk,Forbrugerrådet Tænk,212,1
144098125661833,Nordea Invest,Nordea Invest,209,3
100857642031055,Stem på Steffen Damborg til NRGi-valg,Steffen Damborg,200,6
759082797552576,Folkekirkens Nødhjælps Genbrug,Folkekirkens Nødhjælp,200,1
1405355586351630,Carlsbergfondet,Carlsbergfondet,188,4
852608988134698,Tikko,Tikko,181,1
109832114803166,Videnskabsår22,Videnskabsår22 c/o Videnskabernes Selskab,166,2
166984636671085,Dansk Metal,Dansk Metal,164,1
102765819382221,Strøm til Norlys,Søren Strøm,154,4
100913339248794,"Alt det vi ikke siger højt, plus det løse - af Kristina Klindt","Alt det vi ikke siger højt, plus det løse - af Kristina Klindt",153,3
108712950993575,MIGHTY MONDAY,These ads ran without a disclaimer,152,1
193517444318325,Mellemfolkeligt Samvirke Aarhus,Mellemfolkeligt Samvirke,147,2
633648073469576,Folketingets EU-Oplysning,Folketingets EU-Oplysning,135,1
12390252419,Region Nordjylland,Region Nordjylland,135,1
145194885519706,Kulturværftet,Kulturværftet,134,2
190899834388,PROSA - Forbundet af It-professionelle,Emilie Kristine K. Rasmussen,130,1
110953988146557,Mads Samsing,HK Danmark,128,3
363339517015011,Aabenraa Kommune,Aabenraa Kommune,128,1
67571270393,Red Barnet,Red Barnet,118,5
1822254634537356,Nye tider,Nyetider.nu,117,2
186645960378,Danwatch,Danwatch,116,2
217135424459,Karen Blixen Museum,Karen Blixen Museum,115,5
102514162425194,Frederik Vad,Nielsen Frederik Vad,114,1
1426135944281935,Jytte Rabæk Schmidt - Norlys repræsentantskabsvalg,Jytte Rabæk Schmidt - Norlys repræsentantskabsvalg,104,1
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,102,1
494902077334290,Tuborgfondet,Tuborgfondet,101,6
384003985972,Greentel,Greentel,101,4
181330585392156,Skattestyrelsen,Skattestyrelsen,≤100,1
1396986243876509,Anders Kronborg,Anders Kronborg,≤100,1
1550050698545795,Artpusher,Artpusher,≤100,3
144073492279043,Teatret Svalegangen,Teatret Svalegangen,≤100,7
310296079364646,Claus Wistoft,Venstre Syddjurs,≤100,3
229585537051606,DM Akademikerbladet,These ads ran without a disclaimer,≤100,1
87468072466,Copenhagen Pride,Copenhagen Pride,≤100,2
101286428483346,Annette Blynel,SF - Socialistisk Folkeparti,≤100,3
367522986719919,Gastech-Energi,Gastech-Energi A/S,≤100,3
845591568834321,Franciska Rosenkilde,Franciska Rosenkilde,≤100,1
137990456269928,Ole Jakobsen - den utraditionelle,Ole Jakobsen,≤100,1
568507866664113,Forlaget Orbis,Forlaget Orbis,≤100,1
66328502645,Dagbladet Information,Dagbladet Information,≤100,1
123114457761430,Valby Lokaludvalg,Valby Lokaludvalg,≤100,1
294264660289,DGI Storkøbenhavn,DGI Storkøbenhavn,≤100,1
178362315106,European Parliament,European Parliament,≤100,9
646735655435113,Bevar en stærk TrygFond,Tobias Bornakke Jørgensen,≤100,2
32416796716,Lindhardt og Ringhof,Lindhardt og Ringhof,≤100,2
103529378564592,Christian Skou Larsen - SF Vallensbæk,Christian Skou Larsen,≤100,1
506942356126650,Glostrup Forsyning,Glostrup Forsyning,≤100,6
339042332802538,Frederiksberg Forsyning,Frederiksberg Forsyning,≤100,2
100416662311928,Vid&Sans,Tore Bonnerup,≤100,1
109261517088528,Fremstillingsindustrien,Dansk Industri,≤100,1
109261517088528,Fremstillingsindustrien,Marie Thorsø Kousgaard,≤100,3
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,≤100,1
111544458061503,TimeVision - En del af TimeGruppen,TimeVision Godkendt Revisionspartnerselskab,≤100,4
403869499667181,Humanity in Action Denmark,These ads ran without a disclaimer,≤100,1
109440254274204,Sara Darling Jørgensen,SF,≤100,1
192783424152018,Socialistisk Information,Leif Mikkelsen,≤100,2
106355174776321,Christian Budde,Christian Opstrup-Privat,≤100,1
1534982756793690,Foodvisor,These ads ran without a disclaimer,≤100,1
482695791907139,Danske Vandværker,Danske Vandværker,≤100,1
158166490894208,Gladsaxe Kommune,Gladsaxe Kommune,≤100,1
