Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
109049212192912,יעקב בורובסקי-לראשות העיר חיפה,יעקב בורובסקי-לראשות העיר חיפה,5240,12
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,3868,77
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,3149,6
107217383988190,מגזין אפוק,Epoch Magazine,2984,63
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,1853,8
790149967713981,דרכנו,דרכנו,1757,7
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,1527,53
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,1518,3
115456451553737,יונה יהב,יונה יהב,1471,12
429184557235927,בצלאל סמוטריץ',בצלאל סמוטריץ,1382,2
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,1360,6
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,1330,6
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,1308,3
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",1236,47
313229072156432,ארקדי פומרנץ - Arkady Pomeranz,ארקדי פומרנץ - Arkady Pomeranz,1131,3
1073548259341247,לובי 99,לובי 99,1051,6
161648040544835,יצחק הרצוג - Isaac Herzog,יצחק הרצוג - Isaac Herzog,1004,2
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,974,12
1662907067255622,איגוד הגז הטבעי,Unik,915,4
104451956273575,נאמני תורה ועבודה,נאמני תורה ועבודה,890,2
124894077550811,ישראל חופשית,ישראל חופשית,763,8
361464970647064,זהר בלום - Zohar Blum,זהר בלום - Zohar Blum,757,3
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,753,2
1954699454767994,שי זולדן - Shay Zoldan,שי זולדן,690,13
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",684,11
163213311020271,רונן סלטון לראשות המועצה,רונן סלטון לראשות המועצה,669,3
240220956154452,שירי חגואל - סיידון,נתניה אחת,633,2
1384004838583167,רונן פלוט - Ronen Plot,רונן פלוט - Ronen Plot,627,7
562900707171914,ליעד אילני לראשות עיריית רמת-גן,סיעת רמת-גן שלנו,621,4
108714485611920,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,605,3
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,604,12
204780362875106,מקור ראשון,מקור ראשון,603,53
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,596,1
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,590,2
498445036891971,Tziki Avisar - ציקי אבישר,Tziki Avisar - ציקי אבישר,533,3
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,524,4
160119221434385,דוד עציוני -ראש העיר חיפה,דוד עציוני -ראש העיר חיפה,513,4
101573499695928,ים מאיר קרן,נתניה אחת,480,2
369655989728696,אסף דעבול - Asaf Daabul,אסף דעבול - Asaf Daabul,474,5
103428925850338,אבי סלמה - נתניה,אבי סלמה - נתניה,432,2
219091481560790,מרים פיירברג - איכר,נתניה אחת,423,2
107107231197546,אלון אזולאי -Alon Azulay,אלון אזולאי -Alon Azulay,422,5
107124799990825,חן שרייבר-נשיא לשכת רואי החשבון בישראל,חן שרייבר,418,6
109234611748978,منظمة العفو الدولية في اسرائيل,Amnesty International Israel,412,4
104222621115858,הביטחוניסטים,הביטחוניסטים,409,9
94258847306,האגודה לזכויות האזרח בישראל,האגודה לזכויות האזרח בישראל,404,12
207175656718749,אביהו האן לראשות עיריית חיפה,אביהו האן לראשות עיריית חיפה,397,2
104405316012511,עליזה בלוך - Aliza Bloch,עליזה בלוך,397,14
104020512761050,أجا الوقت,Standing Together,392,2
250947744954005,התנועה הקיבוצית,התנועה הקיבוצית,381,6
