Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
1392592317738074,Jorge Cálix,Jorge Cálix,2044,6
114601521910,Jorge Aldana,Jorge  Aldana,937,5
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,845,1
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,320,2
491553204198958,Revistazo.com,Revistazo.com,246,2
130202453827085,Asociacion Calidad de Vida,Asociación Calidad de Vida,158,2
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),113,1
1047750315359377,Tato Loucel,Edgardo  Hernan Loucel Aguilera,≤100,2
496839213786593,"Secretaría Nacional de Ciencia, Tecnología e Innovación","Secretaría Nacional de Ciencia, Tecnología e Innovación",≤100,2
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,1
1570967143115767,Faith In His Blood . Org,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,2
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,2
103031135787229,Sensus,Sensus,≤100,4
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
