Location name,Amount spent (NOK)
Akershus,5172
Aust-Agder,983
Buskerud,2006
Finnmark,799
Hedmark,1900
Hordaland,5896
Møre og Romsdal,3620
Nord-Trøndelag,999
Nordland,2415
Oppland,2948
Oslo,8971
Rogaland,4465
Sogn og Fjordane,754
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,3108
Telemark,1810
Troms,1667
Unknown,≤100
Vest-Agder,2800
Vestfold,2425
Østfold,2744
