Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
101350709331663,Golkar 2024,Yayasan Golkar Institut SPKP,64582070,222
108132042285089,Erwin Aksa,Yayasan Golkar Institute,10977847,92
317965655213024,Gerakan Nahdliyyin Bersatu,Gerakan Nahdliyyin Bersatu,6982124,2
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,6850847,40
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,6774418,85
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,6113891,23
23383061178,Prabowo Subianto,indonesia Adil makmur,3602697,15
100649018546817,GanjarFans,GanjarFans,3170188,25
111864151754055,Esensi TV,Esensi Tv,2739967,92
107600565668590,Munafri Arifuddin,Yayasan Golkar Institute,2022225,14
102793242742002,Jaksapedia,JAKSAPEDIA,1399663,34
106690092440342,Pemilu KIT,Ramdan Casmara,1355962,20
292939164731691,Relawan Herviano,Relawan Herviano,1280065,26
110799152010497,Prabowo Lanjutkan Kepemimpinan,Prabowo Lanjutkan Kepemimpinan,1230958,4
39684526732,Wanda Hamidah,Yayasan Infobox,1102091,3
397603117477041,Lindsey Afsari Puteri,Yayasan Golkar Institute,1001513,5
104844282389488,Kelas Digital Marketing,Kelas Digital Marketing,922098,10
695605000462574,CNN Indonesia,CNN Indonesia,887771,1
1182989151803018,M Hasanuddin Wahid,Kebangkitan Bangsa,612132,1
104427162506872,Fakta Anies,Fakta Anies,551293,33
110419528729730,Golkar Makassar,Yayasan Golkar Institute,502485,13
1004727719661767,Rian Ernest,Yayasan Golkar Institute,492019,4
197545083607941,Harian Kompas,Harian Kompas,480721,17
306213619526427,Jusuf Kalla Fans Club,Jusuf Kalla Fans Club,467565,24
1547369918837496,Zulkifli Hasan,Media Center PAN,380724,4
106397652451725,Barisan Biru Langit,Barisan Biru Langit,378721,9
104549327891079,Dermawan,Frista Kurniasari,374733,2
108261702239604,Pemersatu Bangsa,Pemersatu Bangsa,374133,7
113908645002826,Suara Tak Terdengar,Suara Tak Terdengar,349693,7
114688478248997,Buku Catatan Merah Putih,Buku Catatan Merah Putih,343820,7
397612604060624,ilham mendrofa,ilham mendrofa,339541,4
105903795626960,Ruangcuan.com,Ruangcuan.com,338517,11
120153057653803,Indonesia Bersatu,Indonesia Bersatu,325322,6
39253583478,PDI Perjuangan,PDI Perjuangan,325119,28
105523409172833,Kicauan Garuda,Kicauan Garuda,313341,6
102065762762655,Prajurit Merah Putih,Prajurit Merah Putih,313060,6
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,309476,7
119875381042949,Ketok Palu,Ketok Palu,290400,6
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,280846,23
110294151987732,Head Politika,Head Politika,274783,4
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,267515,22
349963858704476,Komit Digital,Komit Digital,263482,15
111003051988471,Raendi Rayendra,Muhammad Agung Saputra,256714,6
114105438017003,GP Nusa Tenggara Barat,Ganjar Nusantara Indonesia,236595,3
102213799392946,Nuansa 2024,Nuansa 2024,223089,5
1500140530273695,Kimia Farma Care,Kimia Farma,220172,2
110438625290456,Benteng Perkasa,Benteng Perkasa,212235,5
101892459525100,Jejak Kaki Garuda,Jejak Kaki Garuda,204529,5
106918395489616,Golkar Institute SPKP,Yayasan Golkar Institut SPKP,203376,2
107451398732660,Teman Dito,Teman Dito,201854,10
102262302515901,Henry Indraguna,Ananda Puja Wandra,201540,4
109793991710079,Jane Natalia Suryanto,Jane Natalia Suryanto,176452,2
120493494629294,Pikiran Rakyat,"Aditya Riantiko Akbar, ST",167108,2
244196442342820,Muslim Pro,These ads ran without a disclaimer,164932,2
212811572075740,Pemerintah Kota Malang,Ayu Fitria Mandarasari,161845,3
1165819730216749,Global Ehsan Relief Indonesia,Global Ehsan Relief Indonesia,159287,4
106144715764206,Enine Indonesia,Enine Indonesia,155716,2
101866128977837,Belajar Pemilu,Muhammad Basir,151779,30
104317482149268,DPRD Provinsi Jawa Timur,Dinni Anggraeni,151250,9
117935907895698,Tidak resmi: inilahcom,Inilahcom,145694,1
102273039070802,Info Terkini,Muhammad Miftakhunnaim,143093,12
113441885019936,Kawan Sigit Raditya,Muhamad Rizqy Mubaroq,142805,2
106919112303644,Jasa Pembuatan Video,Jasa Pembuatan Video,135377,1
273454719936085,"Yohanis Fransiskus Lema, S.IP, M.Si","Yohanis Fransiskus Lema, S.IP, M.Si",130330,4
112026617998275,pdipjateng,These ads ran without a disclaimer,114501,1
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",Rohmat Marzuki,111440,4
114012201650176,Fakta Terselubung,Fakta Terselubung,109222,9
1679783648997296,DKISP Kaltara,Anggianto,108788,2
103817945830465,Sobat Dito,Sobat Dito,100805,5
582402568517453,Coretan Kehidupan,Coretan Kehidupan,100473,5
164909433966316,Suara Anies,Suara Anies,99930,2
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,96845,2
102981496004696,Sedulur Nafa Urbach,Siti Rospeni,93040,9
108511588277325,Galeria Konveksi,Solehudin,88718,1
803249480013556,Inside Tokopedia,These ads ran without a disclaimer,86317,1
100616339429546,fabriek.badjoe,These ads ran without a disclaimer,86149,1
836360023163305,Melky Jakhin Pangemanan - MJP,Melky Pangemanan,85211,1
40841178757,Elnino Mohi,Elnino Mohamad Husein Mohi,83291,2
103301445622409,Aksi Tanggap Anies,Aksi Tanggap Anies,82380,2
109083348423534,Untuk Rakyat,Muhammad Miftakhunnaim,79666,6
1452232881531908,UNICEF East Asia & Pacific,These ads ran without a disclaimer,74969,1
108401655217559,Layanan Kemanusiaan DPP  Partai Gerindra,Layanan Kemanusiaan DPP  Partai Gerindra,65908,2
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,59408,2
526765274016858,DPD Gerindra Gorontalo,Elnino Mohamad Husein Mohi,59167,3
120427074392578,Bestie Normans Luntungan 2024,Megahmark,58841,1
103411659195911,JIMAT,Arik Luviani Putri Yasa,58350,1
371274723582677,Cak Salam,Ranudirjo Adi,58114,2
111805655036485,Humas DPRD Pati,Aditya Rachmat Pamungkas,57589,2
109569663928564,Stay with Prabowo,These ads ran without a disclaimer,52508,2
117698864654747,Juddy Adrian Saerang,Juddy Adrian Saerang,52264,1
