Location name,Amount spent (BRL)
Acre (state),748
Alagoas,3344
Amapá,1134
Amazonas,5100
Bahia,12470
Ceará,9121
Espírito Santo,4178
Federal District,6482
Goiás,7309
Maranhão,5332
Mato Grosso,4927
Mato Grosso do Sul,4273
Minas Gerais,22287
Paraná,14819
Paraíba,3822
Pará,6471
Pernambuco,8766
Piauí,3095
Rio Grande do Norte,3439
Rio Grande do Sul,19097
Rio de Janeiro (state),21619
Rondônia,2614
Roraima,1371
Santa Catarina,10335
Sergipe,2936
São Paulo (state),62451
Tocantins,1268
Unknown,≤100
