Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
1428873024044736,المدن - almodon,المدن - almodon‎,1414924,15
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,940299,15
1438703606372190,Elham Said Freiha,Elham Freiha,746269,1
110470091436602,Ici Beyrouth,Ici beyrouth,507463,8
106197498149118,لبنان الكبير,Grand Lebanon,477612,16
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,372686,6
102023711572671,أساس ميديا -  Asas Media,asasmedia,343284,7
137195823051820,Maharat Foundation,Maharat Foundation,330895,6
1744356319118477,هنا لبنان,هنا لبنان,208955,6
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,164179,5
129660230432028,Dr. Toufic Hindi,Toufic Hindi,149254,1
164472683608068,Act for the Disappeared,ACT for the Disappeared,140149,1
107698404702208,Alkalima,Alkalima Onlime,119403,3
1904241623145929,Democracy Reporting International Lebanon,Democracy Reporting International,74627,1
121129357949826,Saida Online,Saida Online,74627,1
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,46418,1
107800617419717,MYKA Foundation,Elie M. ElHelou,29851,2
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,29851,1
251999725597188,اللجنة الدولية لشؤون المفقودين - ICMP,These ads ran without a disclaimer,29851,1
106821968055687,Leila Dagher,Leila Dagher,29851,2
215286502189,Makhzoumi Foundation,These ads ran without a disclaimer,14925,1
105319651353770,Jusur,Jusur,14925,1
104093387800328,مركز بيروت للاخبار,مركز بيروت للاخبار,13881,1
108645102112803,فشة خلق,These ads ran without a disclaimer,2437,1
517231405008910,Global Landscapes Forum,These ads ran without a disclaimer,≤100,4
2276643792655926,Parallel Flight Technologies,These ads ran without a disclaimer,≤100,1
101010421461159,Delyanne The Money Coach LLC,These ads ran without a disclaimer,≤100,1
181755128507397,Entradas a tu alcance,These ads ran without a disclaimer,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
107996315091233,月旦港事,These ads ran without a disclaimer,≤100,2
116407493525071,حفريات,These ads ran without a disclaimer,≤100,1
351671375760473,The GCCA,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
393762664405710,DOBé,These ads ran without a disclaimer,≤100,1
102211979093712,EdHeroes,These ads ran without a disclaimer,≤100,1
