Location name,Amount spent (TWD)
Changhua,10978
Chiayi,3494
Hsinchu,4436
Hsinchu City,7405
Hualien,3503
Kaohsiung,34919
Keelung City,4168
Kinmen,645
Lienchiang,≤100
Miaoli,5007
Nantou,5084
New Taipei City,55863
Penghu,867
Pingtung,7518
Taichung,42935
Tainan,21312
Taipei,48136
Taitung,2517
Taoyuan City,32709
Unknown,6870
Yilan,4087
Yunlin,6068
