Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,13859,72
116568687987919,No Merger,No Merger,7620,64
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,3992,32
203652059653094,Government of British Columbia,Government of British Columbia,1887,17
2112106495731697,Wild First,Canadian Coastal Research Society,1804,32
154462904588700,Enbridge Gas,Enbridge Gas,1179,65
113297740077607,Canadian Energy Centre,Canadian Energy Centre,1141,70
1097840090260804,National Police Federation,National Police Federation,1133,89
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Sussex Strategy Group,1131,4
105754167560390,Sumofus Canada,SumOfUs,1100,3
163336718421,PSAC - AFPC,PSAC - AFPC,1019,19
115835521825983,UNHCR Canada,UNHCR Canada,861,114
112554280322795,Kivalliq Hydro-Fibre Link,Kivalliq Hydro-Fibre Link,850,5
139019864276,Oxfam Canada,Oxfam Canada,837,55
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,829,45
6695079125,TD,TD Bank Canada,799,18
172145722975250,PressProgress,PressProgress,782,65
6319213302,Heart & Stroke,Heart & Stroke,706,15
100372613401225,BC Council of Forest Industries,BC Council of Forest Industries,698,48
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,679,53
117109432079,CAMH Foundation,CAMH Foundation,603,42
109045051805492,Made The Canadian Way,Canadian Energy Centre,599,4
274877362536876,CUPE BC,CUPE BC,584,20
625254780822339,CUPE Manitoba,CUPE MB,582,11
107670711947328,Only One CA,"Only One, Inc.",557,27
1547351742002843,Recovery Capital Summit- Overcoming Addiction,Giuseppi Ganci,502,6
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,481,12
247550302115830,Elections Saskatchewan,Elections Saskatchewan,472,6
633812813408377,Elections Canada,Elections Canada,470,12
689157954518219,Danielle Smith,United Conservative Party,428,2
176256900912,Saskatchewan Party,The Saskatchewan Party,423,15
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,406,45
39315431246,Fair Vote Canada/Représentation équitable au Canada,Fair Vote Canada/Représentation équitable au Canada,402,4
107385241806,Plan International Canada,Plan International Canada,399,60
114849617772737,Care2 Canada,Press Pause Collective,392,8
