Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
112759588312679,cesaralmeida2024,an advertiser in Venezuela,37250000,8
564188034075673,Roberto Enriquez,an advertiser in Venezuela,36500000,2
100426612940178,Concejo Municipal de San Diego,an advertiser in Venezuela,29750000,2
11449543593,Carlos Ocariz,an advertiser in Venezuela,23512457,109
108236238428619,Concejo Municipal de Maracaibo,an advertiser in Venezuela,23262457,2
102901055579612,Alcaldia Alberto Adriani,an advertiser in Venezuela,1250000,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,237500,6
105333165416452,constantino.sc,These ads ran without a disclaimer,13298,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,203,1
152292984850728,International Monetary Fund,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,2
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
113140878347396,faraon.es,These ads ran without a disclaimer,≤100,1
124285820927337,Durham University Business School,These ads ran without a disclaimer,≤100,1
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100,1
