Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,973
Bicol Region,4896
Cagayan Valley,3854
Calabarzon,18684
Caraga,2193
Central Luzon,13092
Central Visayas,7008
Cordillera Administrative Region,2223
Davao Region,5210
Eastern Visayas,4702
Ilocos Region,4986
Metro Manila,23332
Mimaropa,2853
Northern Mindanao,7234
Soccsksargen,3690
Unknown,≤100
Western Visayas,14732
Zamboanga Peninsula,2590
