Location name,Amount spent (CLP)
Antofagasta Region,128621
Araucanía Region,220481
Arica y Parinacota Region,58107
Atacama Region,49656
Aysén Region,30854
Bío Bío Region,454788
Coquimbo Region,176185
Los Lagos Region,215126
Los Ríos Region,90944
Magallanes y la Antártica Chilena Region,40473
Maule Region,209436
O'Higgins Region,171014
Santiago Metropolitan Region,1787917
Tarapacá Region,64250
Unknown,267
Valparaíso Region,407689
