Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,2857,19
104386908631938,Pathways Alliance,Pathways Alliance,2675,6
230448456985193,Elections Ontario,Elections Ontario,2394,13
73970658023,International Rescue Committee,These ads ran without a disclaimer,2152,11
303473312998028,FedEx,FedEx,2024,4
162936387068600,Ontario Public Service Employees Union (OPSEU),Ontario Public Service Employees Union (OPSEU/SEFPO),1765,39
595964430504028,Mayors' Council on Regional Transportation,Mayors' Council on Regional Transportation,1747,15
180862678644381,Ontario NDP,Ontario NDP,1254,51
185083894875909,Pathways to Education Canada / Passeport pour ma réussite Canada,Pathways to Education Canada,1141,40
113297740077607,Canadian Energy Centre,Canadian Energy Centre,1122,96
186266941387011,BMO Financial Group,BMO Financial Group,988,2
9333642607,TELUS,TELUS,941,5
154462904588700,Enbridge Gas,Enbridge Gas,905,84
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,830,115
261752512263,Canadian Red Cross,Canadian Red Cross,825,18
5794733873,David Suzuki Foundation,David Suzuki Foundation,819,23
167800183238142,YourAlberta (Government of Alberta),YourAlberta (Government of Alberta),707,3
19750184960,Greenpeace Canada,Greenpeace Canada,657,88
106917558391358,Alliance nouvelles voies,Pathways Alliance,651,2
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,611,40
27321532378,Pierre Poilievre,Conservative Party of Canada - Parti conservateur du Canada,607,4
633812813408377,Elections Canada,Elections Canada,598,26
281999881613,World Vision Canada,World Vision Canada,529,9
1522162571382952,Oceana Canada,Oceana Canada,521,18
367773226675582,The Home Depot,The Home Depot,515,5
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,502,57
107385241806,Plan International Canada,Plan International Canada,501,61
168106993245736,Canada Post,Canada Post,499,2
283487578481273,Énergir,Énergir,470,15
453724058039992,viaSport British Columbia,viaSport British Columbia,454,28
169928686425623,UFCW Local 401,UFCW Local 401,442,8
203485052997041,Hospital Employees' Union,Hospital Employees' Union,429,12
31912359596,University of Saskatchewan,University of Saskatchewan,399,13
1097840090260804,National Police Federation,National Police Federation,396,56
16761458703,University of British Columbia,The University of British Columbia,390,6
132872270152600,SaskEnergy,SaskEnergy,353,2
153447518036926,Kiehl's,These ads ran without a disclaimer,349,1
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,344,24
115835521825983,UNHCR Canada,UNHCR Canada,337,28
114943114838621,Fuel Forward,Canadian Fuels Association,335,38
182629491891136,First Nations Health Authority,First Nations Health Authority,327,22
35715544220,Stand.earth,Stand.earth,325,18
9226212436,SaskPower,SaskPower,318,2
405377872902754,Canada Action,Canada Action,305,14
143249880633,World Animal Protection Canada,World Animal Protection Canada,294,20
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,289,8
612093308848274,Port of Vancouver,Vancouver Fraser Port Authority,248,2
10633250963,Save the Children Canada,Save the Children Canada,225,26
203652059653094,Government of British Columbia,Government of British Columbia,216,1
123235041462,The Fraser Institute,Fraser Institute,211,18
108425434716453,Dehors par URBANIA,URBANIA MEDIA,202,6
254245404682417,C.D. Howe Institute,C.D. Howe Institute,199,13
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,193,55
114849617772737,Care2 Canada,Press Pause Collective,191,8
473133932730673,Le Support de la Société québécoise de la déficience intellectuelle,Le Support de la Société québécoise de la déficience intellectuelle,191,4
266408097438964,Canadian Consumer Rewards Coalition,Canadian Consumer Rewards Coalition,179,3
208067655942289,Postes Canada,Canada Post,161,2
313429995379496,Saskatchewan Union of Nurses,Saskatchewan Union of Nurses,154,2
106360778489053,Fuelling Canada,Canadian Gas Association,153,75
169042736456594,All Out,ConnectAd,153,28
113246738704586,Northern Territories Federation of Labour,Northern Territories Federation of Labour,152,36
114104888684854,Élections Ontario,Elections Ontario,152,10
222322717930469,Government of New Brunswick,Government of New Brunswick,150,1
100999094747422,Land Needs Guardians,Land Needs Guardians,150,4
121127820923190,The Canada Africa Growth Coalition,The Canada Africa Growth Coalition,147,5
185448584824663,Calgary Health Foundation,Calgary Health Foundation,146,5
111755861837453,"Eugene Manning for PC Leader, Newfoundland and Labrador",Eugene Manning Campaign,145,27
107151709065261,Gary Crawford,Gary Crawford Scarborough—Guildwood PC Campaign,144,10
107756318982458,Sean Webster,Kanata-Carleton PC Riding Association,144,11
7522587804,Green Party of Ontario,Green Party of Ontario,143,6
1589839557920915,National Disability Credit Alliance,National Disability Credit Alliance,143,1
14742445214,BC Green Party,BC Green Party,139,33
568938803293644,True North,True North,139,4
109270528573715,𝐂𝐚𝐩𝐢𝐭𝐚𝐥 𝐂𝐥𝐮𝐛,These ads ran without a disclaimer,126,4
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,124,20
106432095003415,Our Nova Scotia RCMP,National Police Federation,118,15
104853517861788,Surrey’s Say on Policing,National Police Federation,116,1
114312524502,City of Surrey,City of Surrey,114,4
152759126824,Enbridge,Enbridge,114,2
161817467263,Nova Scotia Government,Government of Nova Scotia,114,1
133126913418452,Electrolux,Electrolux,113,2
214866875236330,PROMIS,Promis Immigration,110,8
101898551911387,The Hub Canada,Hub Canada Media,107,42
228128483994287,RBC Race for the Kids Toronto,RBC Race for the Kids Toronto,104,30
105754167560390,Ekō Canada,Ekō,102,1
101535288988376,Ontario's Clean Energy Advantage,Association of Power Producers of Ontario,101,2
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,≤100,48
144952302745324,Nuclear Waste Management Organization,the Nuclear Waste Management Organization,≤100,3
113451888040685,KW Energy Home Services,KW Energy Home Services,≤100,1
190035081047277,International Fellowship of Christians and Jews of Canada,International Fellowship of Christians and Jews of Canada,≤100,4
52543970197,Environmental Defence Canada,Environmental Defence,≤100,7
168889579973,Fondation David Suzuki,Fondation David Suzuki,≤100,8
1671097993122619,Children Believe,Children Believe,≤100,10
191240938428019,Le Devoir BIS,Le Devoir,≤100,6
278388139026064,Patrick Brown,Patrick Brown,≤100,7
247550302115830,Elections Saskatchewan,Elections Saskatchewan,≤100,2
39315431246,Fair Vote Canada/Représentation équitable au Canada,Fair Vote Canada/Représentation équitable au Canada,≤100,7
142580569097102,Ontario Liberal Party / Parti Libéral de l'Ontario,Ontario Liberal Party / Parti Libéral de l'Ontario,≤100,21
316627528373625,Le Festif de Baie-Saint-Paul,Le Festif de Baie-Saint-Paul,≤100,3
