Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
108379099286148,Alcaldía Mayor de Bogotá,Alcaldía Mayor de Bogotá,2645512,5
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,1397470,18
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,1378629,21
105860962029722,Felipe Vélez,Medellín Vuelve a Brillar,1051034,12
619776134722439,Secretaría Distrital de Salud,Secretaría distrital de Salud,1000226,34
316256535073131,Gobernación de Antioquia,Gobernación de Antioquia,616107,3
101871502791636,Carlos Acosta Juliao Oficial,Carlos Acosta Juliao Oficial,583057,11
100119084876379,Lida Escobar,Lida Beatriz Escobar Leal,548592,27
251292808253299,Canadian College,Canadian College,392309,15
105437204540183,Miyerlandi Torres A,Miyerlandi Torres A,262449,10
162949777243451,Andrés Julián,Andrés Julián Rendon,260777,5
454396071316750,Mauricio Salazar,Mauricio Salazar Pelaez,260260,3
1147318942107929,Todos Somos Una,DEBRAIN LLC,253423,8
112155252163421,Sebastián López V.,Sebastian Lopez Valencia,252088,72
104279312601359,Sumamos,Sumamos,236606,1
110379310806430,Somos Medellín,Mujeres Colombia,232975,49
132840983520233,Gobernación del Atlántico,Gobernación del Atlántico,221149,3
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,211805,3
370267297019304,Marco Hincapié,Marco Emilio Hincapie Ramirez,188717,2
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,183424,3
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,182048,2
381464961911270,Cruz Roja Antioquia,Cruz Roja Colombiana Seccional Antioquia,173911,13
264104919248,Alcaldía Distrital de Barranquilla,Alcaldía Distrital de Barranquilla,156591,4
1719725724954043,Rodrigo Rojas Lara,Rodrigo Rojas Lara,145650,3
1683544555207079,Rafael Martínez,Rafael Martinez,143213,1
1165655170260613,Diana Rojas,Add Media,137939,2
108158921672438,Llener Borja,Alvaro Jose Gomez Ramirez,134241,8
108576731393581,Juliana Enciso,Claudia Juliana Enciso Montes,132731,7
101938938881246,Sergio Andrés López,Sergio Andrés López,120043,2
104468561432859,Alexander Castro,Alexander Castro,119571,9
114317847146525,Alvaro Arias Velez,Alvaro Arias Velez,119079,6
391099551688976,Manuel Correa,Manuel Correa,119011,7
201504926957834,Luis M. Carvajalino,Luis Manuel Carvajalino Quin,110042,2
108228068238348,Diego Caicedo,Diego Caicedo,108919,14
360840354678432,MK Team 24 7,Michel Wadih Kafruni Marin,107570,1
835710939898329,Paulina Aguinaga,Paulina Aguinaga,106065,4
1622001728047397,Harman Alcalde,Harman Alcalde,104666,13
734195543347719,Javier Julio Bejarano,Javier Julio Bejarano,98878,1
103754197881668,Esteban Restrepo,Fredy Esteban Restrepo Taborda,97937,1
103848281985172,Mauricio Londoño,Mauricio Londoño,92743,2
1273292796093918,Nicolás Toro Muñoz,Nicolás Toro Muñoz,89915,5
107204794960194,Instituto Técnico La Salle,Instituto Técnico La Salle,88145,12
675375532494252,Roy Barreras,Roy Barreras,86185,1
115299981431383,Cesar Chapal,Cesar Wilinton Chapal Quenama,81093,3
