Location name,Amount spent (CZK)
Central Bohemian Region,15592
Hradec Králové Region,7233
Karlovy Vary Region,3938
Liberec Region,5770
Moravian-Silesian Region,13503
Olomouc Region,7122
Pardubice Region,6673
Plzeň Region,7682
Prague,33245
South Bohemian Region,7739
South Moravian Region,18054
Unknown,≤100
Vysočina Region,5247
Zlín Region,6382
Ústí nad Labem Region,10758
