Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
106197498149118,لبنان الكبير,Grand Lebanon,121581,27
1438703606372190,Elham Said Freiha,Elham Freiha,113982,2
102023711572671,أساس ميديا -  Asas Media,asasmedia,80547,21
394633411339696,fiftyfiftylb,FiftyFiftylb,68389,2
101241044906111,هنا لبنان,هنا لبنان,65684,15
1428873024044736,المدن - almodon,المدن - almodon‎,50927,5
129660230432028,Dr. Toufic Hindi,Toufic Hindi,31915,1
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,28875,1
204309706385271,Maharatnews,Maharat Foundation,22629,7
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,21337,7
2351186658355640,Lebanon And The World - لبنان والعالم,Lebanon And The World - لبنان والعالم,16717,2
107266890756055,Nicolas Chikhani Finance,Nicolas Chikhani Finance,15243,1
1398043333774301,The Lebanese Center for Policy Studies,The Lebanese Center for Policy Studies,15198,1
230720990840290,Safaa Darwich - صفاء درويش,Safaa Darwich,9119,2
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,7599,1
2082052578716332,محمد شفيق حمود,Arab Window,7599,1
110470091436602,Ici Beyrouth,Ici beyrouth,3040,4
101845832471383,Jbeil District - قضاء جبيل,Jbeil District,2964,1
106821968055687,Leila Dagher,Leila Dagher,1520,1
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,1520,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
109184428639401,TaxTris,These ads ran without a disclaimer,≤100,2
1643141409322787,DW جعفر توك,These ads ran without a disclaimer,≤100,1
526327500799853,China.org.cn,These ads ran without a disclaimer,≤100,1
101316936136256,arevelk_arm,These ads ran without a disclaimer,≤100,1
102570761484258,Asharq Business اقتصاد الشرق,These ads ran without a disclaimer,≤100,1
135799599823455,Arboricultural Association,These ads ran without a disclaimer,≤100,2
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,1
327115907736300,Asia Global Institute,These ads ran without a disclaimer,≤100,1
241602366266076,د. لبيب قمحاوي,These ads ran without a disclaimer,≤100,1
103731349278744,Hexa Link - Booster&Game Fun,These ads ran without a disclaimer,≤100,1
101202775223325,Connective Cities- MENA,These ads ran without a disclaimer,≤100,1
142375212503142,EU Neighbourhood & Enlargement,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
