Location name,Amount spent (TWD)
Changhua,8171
Chiayi,1748
Hsinchu,5180
Hsinchu City,7432
Hualien,3997
Kaohsiung,28359
Keelung City,3491
Kinmen,577
Lienchiang,≤100
Miaoli,4053
Nantou,2910
New Taipei City,47178
Penghu,685
Pingtung,5234
Taichung,32049
Tainan,17229
Taipei,38835
Taitung,2243
Taoyuan City,27161
Unknown,3354
Yilan,2816
Yunlin,4686
