Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
753031955030992,Atiku-Okowa.com,One Nigeria Movement,168951,6
14312764639,Atiku Abubakar,The Atiku Campaign,64098,8
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,63171,24
111353874017544,Mukhail Adetokunbo Abiru,Mukhail Adetokunbo Abiru,16139,8
1598205703573433,Senator Uba Sani,Uba Sani Media,13648,9
100227202825420,Booth 2 Booth With Tinubu,Booth 2 Booth With Tinubu,11530,2
103018869332378,BantuPage,Ikechukwu Orji,11258,10
110034854692816,Eyewitness Nigeria,Eyewitness Nigeria,9973,3
102835755970763,NN19,NN19,8544,5
100509629482213,The South-South Umbrella Forum,The South-South Umbrella Forum,7902,2
101300476067946,The Northern Umbrella Forum,Northern Umbrella Forum,7739,2
107655665420852,South West Umbrella Forum,South West Umbrella Forum,7729,2
103333362526988,The Eastern Umbrella Forum,The Eastern Umbrella Forum,7674,2
654180731859809,T-Police,T-Police,7405,4
754967464564993,Youth Alive Foundation,Youth Alive Foundation,5533,1
87257252420,Stellenbosch University,These ads ran without a disclaimer,5531,1
971769479677563,Gbenga Olawepo-Hashim,Olushola Oni,5473,1
103959275862698,TYCON 2023,Tycon,5251,2
100519749481655,Labour Party Ogun State,Ajibola Adeboye,5174,2
2138867006432207,Gobir 2023,Young Progressives Party (YPP),4796,2
406183693552317,Promise Emmanuel,Promise Emmanuel,4438,2
101669621264320,Lawrence B. Tamunokiri,Tamunokiri Biebele Lawrence,3940,8
112268064929703,Mailantarki Campaign Organisation 2023,Mailantarki Campaign Organisation 2023,3909,4
205279466743027,Lux Terra Leadership Foundation,Lux Terra Leadership Foundation,3764,3
108938728492589,"Hon. Danjuma Azi  CPA, Gmnimn, JP, PDP Candidate PLSHA Jos-North West",Isaac Bilson,3689,1
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,3228,4
101597856085318,Theokmovement,Olakunle Kosile,3114,5
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,3094,1
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,2874,4
101649462831068,Delta advocate 4 sheriff uk,Benjamin Mathew,2863,3
103479562082984,Frontline Youth Creativity Initiative,Frontline Youth Creativity Initiative,2788,3
511160669047435,Senator Bassey Albert  - OBA,Benedict Raphael Ibanga,2762,1
1509451939279618,Hon. Iduma Igariwey Enwo,Iduma Enwo Igariwey,2725,2
248584495820796,Ibe Okwara for House of Representatives - Arochukwu/Ohafia Constituency,Ibe Okwara Support Group,2632,2
102399141248203,Chief Edward David Onoja,Isaac Ukpahiu'ojo Agene,2590,1
105756478574505,Stears,Stears,2333,1
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,2306,1
299567433503314,SDN,Stakeholder Democracy Network,2282,1
590202251174437,Interfaith Dialogue Forum for Peace,Interfaith Dialogue Forum for Peace,2164,2
548855585503561,Panda-tut  Enterprises Limited,Panda-tut Enterprises Limited,2053,1
108796611296489,INUWA 4+4 TV,INUWA 4+4 TV,1818,3
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,1784,3
878141452335886,The Hope For Nigeria,Kerry Kenu,1664,2
171885956874687,Because Of Our Tomorrow,BOOT Party,1636,1
106820952234883,Professor Ngozi Nma Odu,Tamunokiri Biebele Lawrence,1634,2
353265182185073,Brace-up The Young,Brace-up The Young,1624,1
113891508248179,Chi market place,Chinemere Okoro Wilfred,1494,2
522773744459687,Template for Good Governance,Ogbe Chukwunonso Daniel,1435,1
194110890622942,Leadership News,Samuel Chukwunalue Ossai,1252,1
103177569070325,Ibrahim Babajide Obanikoro,adeToyan Adeniji-Adele,1232,1
1600094170320323,Enormous FACTS,Enormous FACTS Magazine by MediaMall,1015,1
117743160054780,RiversofHope,RiversofHope,1008,1
107241665289643,Nigeria 4 Peter Obi,Ajibola Adeboye,999,1
100202924924063,Page 36,Page 36,966,8
119723736100630,Ala - Delight Publicity Services,Moses Oyinkuro,965,4
103696798885313,Hon Onidare Sunday Bukunmi,Afeez Lawal,955,2
1102698893087946,Pevron Technology,Collins Uwomano Otuwho,953,2
105186325813166,worldentertainmenttv12,These ads ran without a disclaimer,918,5
104238252286926,Nwankwo Promise Chibuzo,Mboo Augustine Uchenna,757,2
109151592078454,iamadelofficial,These ads ran without a disclaimer,729,1
111613868484577,Politicsnow,Politicsnow,723,1
109405722042764,"Federation of Muslim Women's Association in Nigeria- ""Fomwan""",Akinola Toba Julius,714,1
114280258194610,Honourable George U.Timinimi For Senate,Vera Odjugo,667,1
110115410861584,Gombe Geographic Information Systems,Gombe Geographic Information Systems,582,1
254675514979586,Insidestoryng,Martins Onuorah,581,1
420431814717975,Sleek TV,Daniel Akwayo,576,1
104180761873736,Massive Entertainment.ng,Massive Entertainment,467,1
104379725771100,Bayodele 2023 Obi/Datti Oluyole Forum,Ameedat Delilah Bidmus,461,1
100316932364169,Engr Hizzo Vibez,These ads ran without a disclaimer,460,1
2162773263850270,Khalil Network,"Abba Datti, Ahmad",451,1
105791789001837,Nigerlite Marketers Concern Forum,Nigerlite Marketers Concern Forum,429,1
102169824695398,Rero TV,Oghenebrorhie Okotie,374,3
101622722635138,Advocacy For Good Governance,Nnadi Sunny,270,2
114101859961659,Hon. Joe Ikenwe,These ads ran without a disclaimer,217,1
106382095021235,Dr. Chukwuemeka Festus Omaremi Campaign Organization Page.,Dr. Chukwuemeka Festus Omaremi Campaign Organization Page.,208,1
114899590230768,Hon. Rahman Owokoniran,Nature Of God Foundation,192,1
215863191948778,Frank Nweke Jr,Frank Nweke Ii,186,1
110250791882557,Flying Eagles Marketing Services,Flying Eagles Marketing Services,170,1
600402833721886,Erumura David 4 DTHA Uvwie Constituency,David Erumura Enawore,162,1
1746241522274014,Hajiya Maryam Mairo Aminu Waziri Tambuwal Online Forum,Amiru Adamu,157,1
222308671116355,International Higher Education Teaching and Learning Association,These ads ran without a disclaimer,143,1
111460961556616,Pakko tv,These ads ran without a disclaimer,109,1
119723736100630,Ala - Delight Publicity Services,These ads ran without a disclaimer,≤100,2
111529971822200,BeastMarketer,Oladeji Ayinde,≤100,2
101075832871727,Progressives For Renewed Hope,Progressives For Renewed Hope,≤100,1
101501795704961,Sen Yakubu Lado Tv,Ayodeji Adeola Badru,≤100,1
187461997935711,Unilever Careers,These ads ran without a disclaimer,≤100,1
105637048914135,Postimes,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
102130771750567,Kokou Edem Tengue,These ads ran without a disclaimer,≤100,1
178343122212676,Deafblind International (DbI),These ads ran without a disclaimer,≤100,1
