Location name,Amount spent (VND)
An Giang Province,95471
Bà Rịa–Vũng Tàu Province,167786
Bình Dương Province,229769
Bình Phước Province,155666
Bình Thuận Province,128358
Bình Định Province,239402
Bạc Liêu Province,50500
Bắc Giang Province,435877
Bắc Kạn Province,79299
Bắc Ninh Province,277523
Bến Tre Province,74948
Cao Bằng Province,97628
Cà Mau Province,99549
Cần Thơ,114534
Da Nang,193666
Gia Lai Province,178186
Haiphong,315101
Ho Chi Minh City,1429008
Hà Giang Province,137853
Hà Nam Province,140735
Hà Tĩnh Province,307183
Hòa Bình Province,168765
Hưng Yên Province,202708
Hải Dương Province,428266
Hậu Giang Province,29748
Khánh Hòa Province,133532
Kiên Giang Province,128456
Kon Tum Province,70403
Lai Châu Province,34802
Long An Province,76502
Lào Cai Province,103339
Lâm Đồng Province,202133
Lạng Sơn Province,184159
Nam Định Province,274775
Nghệ An Province,615157
Ninh Bình Province,161795
Ninh Thuận Province,49357
Phú Thọ Province,443072
Phú Yên Province,95841
Quảng Bình Province,174312
Quảng Nam Province,172941
Quảng Ngãi Province,175150
Quảng Ninh Province,189080
Quảng Trị Province,127196
Sóc Trăng Province,74055
Sơn La Province,182515
Thanh Hóa Province,630583
Thái Bình Province,304269
Thái Nguyên Province,284978
Thừa Thiên–Huế Province,222008
Tiền Giang Province,89236
Trà Vinh Province,69399
Tuyên Quang Province,317096
Tây Ninh Province,752344
Unknown,136
Vĩnh Long Province,46032
Vĩnh Phúc Province,256263
Yên Bái Province,204804
Điện Biên Province,93539
Đắk Lắk Province,267728
Đắk Nông Province,111682
Đồng Nai Province,363890
Đồng Tháp Province,69762
