Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
68793499001,UNICEF,UNICEF with Facebook Ad Credits,≤100,11
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100,4
1352874084790500,Fresenius Kabi,These ads ran without a disclaimer,≤100,2
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,≤100,4
101474672367263,YouthxYouth,These ads ran without a disclaimer,≤100,1
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,≤100,3
1816481128661159,Twafweni Aid Organisation - Project Tgezao,These ads ran without a disclaimer,≤100,1
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,≤100,2
60516116431,Člověk v tísni,These ads ran without a disclaimer,≤100,1
485957271511444,حملة- المركز العربي لتطوير الإعلام الاجتماعي,These ads ran without a disclaimer,≤100,3
565225540184937,CGTN,These ads ran without a disclaimer,≤100,2
124252504303223,UNICEF (FR),UNICEF avec des crédits publicitaires Facebook,≤100,2
121350964566751,DHL Motorsports,These ads ran without a disclaimer,≤100,1
