Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,2762,53
108773418715778,Communication Media Center,Attention Marketing Sp. z o. o.,2389,11
654912251187357,Grupa PGE,Grupa PGE,1959,2
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,1557,8
57544755889,Amnesty International Polska,Amnesty International Polska,1181,38
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,1175,10
102931488739,Platforma Obywatelska,Platforma Obywatelska,1173,9
178362315106,European Parliament,European Parliament,1098,9
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,974,7
182038191908977,Cyfryzacja KPRM,Kancelaria Prezesa Rady Ministrów,858,14
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,821,23
228168274881,wysokieobcasy,wysokieobcasy,781,11
513969188677442,Compassion Polska,Compassion Polska,760,20
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,600,8
105636040979969,Polska 2050,Fundacja Polska Od Nowa,563,4
273827962690526,Otwarte Klatki,Otwarte Klatki,553,13
339855706171439,Dobra Fabryka,Dobra Fabryka,542,18
395533923834784,PSL Mazowsze,Zarząd Wojewódzki Polskiego Stronnictwa Ludowego Województwa Mazowieckiego,519,52
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,504,11
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,426,112
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,417,16
178415208919146,Solidarna Polska,Solidarna Polska,410,4
406758116099067,Fundacja Kasisi,Fundacja Kasisi,390,2
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,373,17
102792325966064,Kopalnia kitu,Kopalnia Kitu (DoubleD Marketing),353,5
426784938154184,PrzyjacieleZwierzat.pl,PrzyjacieleZwierzat.pl,291,2
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,284,3
100302862419697,"Wielkopolska, tej",UMWW,284,19
475584852475176,Pozytron,Bartłomiej Jan Ginter,281,13
312204349288060,Mariusz Gosek,Mariusz Gosek,274,11
405824882955092,Mazowieckie,Urząd Marszałkowski Województwa Mazowieckiego w Warszawie,268,2
50063176484,TVN24,TVN,261,12
142614625077,WWF Polska,WWF Polska,255,2
108567461681538,"Polska Katolicka, nie Laicka",Fundacja Instytut Edukacji Społecznej i Religijnej im. Ks. Piotra Skargi,239,2
