Location name,Amount spent (CHF)
Aargau,1128
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,940
Basel-Landschaft,312
Bern,1689
Canton of Geneva,2623
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,870
Fribourg,757
Graubünden,305
Jura,143
Luzern,756
Neuchâtel,435
Schaffhausen,148
Schwyz,230
Solothurn,433
Thurgau,485
Ticino,561
Unknown,≤100
Uri,≤100
Valais,715
Vaud,1776
Zug,232
Zürich,3997
