Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
122113970879506,Nahi Sahega Rajasthan - नहीं सहेगा राजस्थान,Bharatiya Janata Party,212149,124
105311899249332,CorruptionNath - करप्शननाथ,corruptionnath.com,98876,90
117766321322298,MP ke Mann Mein Modi,mpkemannmeinmodi.com,97712,89
108788202141330,En Mann En Makkal,En Mann En Makkal,63975,29
105515435289387,Kaka Abhi Zinda Hai,Kaka Abhi Zinda Hai,50795,29
791496597580042,Miracles Academy Of Arts & Media Pvt.Ltd.,Miracles Academy Of Arts & Media Pvt.Ltd.,50515,2
109545244848137,Crafto,Kutumb App,45507,23
109937650579639,discovery+,discovery+,42433,24
105311675800052,Chhattisgarhiya Chaupal-छत्तीसगढ़िया चौपाल,Chhattisgarhiya Chaupal-छत्तीसगढ़िया चौपाल,42168,70
1293402667423924,Bhupesh Hai To Bharosa Hai,Bhupesh Hai To Bharosa Hai,39272,12
104211439033799,Jagane Kavali,Jagane Kavali,34953,61
101450529671208,Saalu Dora Selavu Dora,selavudora.com,34895,134
797927846899300,Flag Foundation of India,Flag Foundation of India,34799,26
118554107945158,"Badlenge Sarkar, Badlenge Bihar",badlengesarkarbadlengebihar.com,31047,58
104576905990192,Oke Okkadu,Oke Okkadu,30588,4
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,28786,72
1434753153489234,"DIPR, Department of Information & Public Relations, Rajasthan",DIPR,27443,27
796133113794354,TheWire.in,TheWire.in,18965,1
278423842321236,BJP Rajasthan,Bharatiya Janata Party (BJP),16660,53
1235786446534273,Ajeet Patil Kavhekar,JSPM LATUR,15554,11
105227744394264,Sadhana News U.P,Sadhana News U.P,13865,10
108409252176127,Sye Raa Telugoda,METCORP MEDIA PRIVATE LIMITED,13100,4
209945362405121,Gaurav Gupta,These ads ran without a disclaimer,12761,3
103782051383159,School of Politics,School of Politics,9160,28
1557361624498223,Sunny Nimhan,Sunny Nimhan,8519,10
270666596375251,Jhatkaa.org,Jhatkaa.org,8269,15
