Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
856012741442139,Ipas LAC,Neuma,19406,2
643513979193133,Unidos por Beatriz,Neuma,13149,5
161538647202796,David Segura - Diputado,David Lorenzo Segura Gamboa,7187,3
265843867173714,La Revista,La Revista,6797,4
116150003163125,Fundación Pollitos de Hierro - Ayuda a niños con cáncer - Costa Rica,Fundación Pollitos de Hierro,6746,4
168286823190319,Cámara de Industrias de Costa Rica,Cámara de Industrias de Costa Rica,5995,1
110229697990927,Pablo Sibaja - Diputado,Pablo Sibaja Jiménez,5814,2
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,4796,3
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,2836,1
105299712285609,Otra Visión,Otra Visión,2387,2
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,1199,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,192,1
209596159055433,Clase Ejecutiva UC,These ads ran without a disclaimer,≤100,1
613861802344833,Cynthia Zak,These ads ran without a disclaimer,≤100,1
106917315589954,Vera Alfaro,These ads ran without a disclaimer,≤100,1
102368071158002,Solis Latam,These ads ran without a disclaimer,≤100,1
101474672367263,YouthxYouth,These ads ran without a disclaimer,≤100,2
123279176118,DHgate,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
1509413712605916,ICAO - International Civil Aviation Organization,These ads ran without a disclaimer,≤100,1
655223927913033,Ciudades y Pueblos por el Comercio Justo Latinoamérica y el Caribe,These ads ran without a disclaimer,≤100,1
