Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
310630374428,Neemat Frem,Neemat Frem,2447761,6
1428873024044736,المدن - almodon,المدن - almodon‎,1268657,11
1438703606372190,Elham Said Freiha,Elham Said Freiha,910448,2
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,716418,11
316674545036384,SKeyes Center for Media and Cultural Freedom,SK_Eyes,701493,1
141657695852214,لبنان الكبير,لبنان الكبير,656716,14
1744356319118477,هنا لبنان,هنا لبنان,492537,14
154029261310643,LADE,LADE,377761,1
102023711572671,أساس ميديا -  Asas Media,Asas Media,313433,9
105319651353770,Jusur,Jusur,223881,8
1904241623145929,Democracy Reporting International Lebanon,Sharks Creators,217313,4
107800617419717,MYKA Foundation,MYKA Foundation,181492,2
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,164179,5
129660230432028,Dr. Toufic Hindi,Dr. Toufic Hindi,134328,1
394633411339696,fiftyfiftylb,FiftyFiftylb,119403,2
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,74627,1
110470091436602,Ici Beyrouth,Ici beyrouth,74627,3
102518922872656,Beirut Park,These ads ran without a disclaimer,74627,1
1012540132187376,Alafdal News الأفضل نيوز,AlAfdal News الأفضل نيور,50000,2
2509759842418472,LebTalks,Lebtalks,44776,1
117345834653901,This is Beirut,This is Beirut,44776,2
116141051407408,Amin Salam,Amin Salam,37164,1
2082052578716332,محمد شفيق حمود,Arab Window,29851,1
107698404702208,Alkalima,Alkalima Onlime,24179,1
111876598323760,صدى الأرز اللبنانية,صدى الأرز اللبنانية,14925,1
1144223832418372,GoRate,These ads ran without a disclaimer,14925,1
104154192025759,Roland Mokheiber - رولان مخيبر,Roland Mokheiber - رولان مخيبر,14925,1
210927869316790,Mohamad Shaker Kawas - محمد شاكر القواس,Mohamad Shaker Kawas - محمد شاكر القواس,14925,1
123458990728979,maharat_training_center1,These ads ran without a disclaimer,12985,1
102843667817596,Mohamad Karam Jardali محمد كرم الجردلي,Mohamad Karam Jardali محمد كرم الجردلي,11194,1
118631361198155,Drivepedia Thrills,These ads ran without a disclaimer,≤100,1
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100,1
101082842736363,The world of reader,These ads ran without a disclaimer,≤100,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,1
101003853052193,Universal Insights,These ads ran without a disclaimer,≤100,1
