Location name,Amount spent (CHF)
Aargau,463
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,389
Basel-Landschaft,155
Bern,709
Canton of Geneva,667
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,344
Fribourg,274
Graubünden,134
Jura,≤100
Luzern,874
Neuchâtel,143
Schaffhausen,≤100
Schwyz,≤100
Solothurn,166
Thurgau,212
Ticino,236
Unknown,≤100
Uri,≤100
Valais,304
Vaud,683
Zug,≤100
Zürich,1460
