Location name,Amount spent (CZK)
Central Bohemian Region,10405
Hradec Králové Region,4472
Karlovy Vary Region,2370
Liberec Region,3552
Moravian-Silesian Region,10076
Olomouc Region,6042
Pardubice Region,4844
Plzeň Region,5206
Prague,20610
South Bohemian Region,4952
South Moravian Region,12016
Unknown,≤100
Vysočina Region,3800
Zlín Region,4831
Ústí nad Labem Region,9287
