Location name,Amount spent (TWD)
Changhua,10696
Chiayi,3024
Hsinchu,5254
Hsinchu City,8318
Hualien,4841
Kaohsiung,46808
Keelung City,4668
Kinmen,609
Lienchiang,≤100
Miaoli,7873
Nantou,4021
New Taipei City,53377
Penghu,1453
Pingtung,6821
Taichung,38724
Tainan,22066
Taipei,41571
Taitung,2169
Taoyuan City,28983
Unknown,6439
Yilan,3665
Yunlin,5823
