Location name,Amount spent (NOK)
Akershus,3295
Aust-Agder,608
Buskerud,1603
Finnmark,790
Hedmark,1237
Hordaland,2760
Møre og Romsdal,1737
Nord-Trøndelag,878
Nordland,1665
Oppland,1189
Oslo,5691
Rogaland,2387
Sogn og Fjordane,692
Sør-Trøndelag,1750
Telemark,957
Troms,1707
Vest-Agder,1155
Vestfold,1364
Østfold,1905
