Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
514475628623089,Our Watch,Our Watch,5200,5
162747001109183,TWU Members First,TWU Members First Team,3009,17
575557119153505,Department of Planning and Environment,"NSW Department of Planning, Industry and Environment",2964,55
102292348146435,The Uluru Statement from the Heart,"Indigenous Law Centre, UNSW",2892,4
182564410468,Australia for UNHCR,Australia for UNHCR,2252,141
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,1656,178
494820897261439,Bank Australia,Bank Australia,1554,60
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,1466,17
710266392358023,Future Super,Future Super,1457,29
10113538711,WWF-Australia,WWF-Australia,1371,51
92824008332,Plan International Australia,Plan International Australia,1248,62
177072498997234,NSW Electoral Commission,NSW Electoral Commission,1056,22
447447719391089,Health Care Providers Association,Health Care Providers Association,1024,10
1776727752614025,Glencore,Glencore Australia,992,2
117241141903,Barnardos Australia,Barnardos Australia,889,9
316480331783930,Australian Unions,Australian Unions,815,82
101791315693,Destiny Rescue,Destiny Rescue,772,4
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,741,12
8422338499,The Wilderness Society,The Wilderness Society,653,172
191570179167,Catherine Hamlin Fistula Foundation,Catherine Hamlin Fistula Foundation,639,8
161854162881,Greenfleet,Greenfleet,596,36
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,586,48
100317645636097,UniSuper,UniSuper,558,12
299753643444311,AEC,Australian Electoral Commission,466,25
10852627380,World Animal Protection Australia,World Animal Protection Australia,461,19
59024478936,Monash University,Monash University,396,19
1724412521193582,Communities Tasmania,Department of Communities Tasmania,385,3
149648047339,Save the Children Australia,Save the Children Australia,379,18
104910384328602,Binge,Streamotion Pty Ltd,371,1
89794331215,Oxfam,Oxfam Australia,366,44
231341250224498,Australian Ethical Investment,Australian Ethical Investment,347,68
104763418516972,Flash,Streamotion Pty Ltd,343,3
11775531229,The Chaser,The Chaser,336,13
345960425540557,The Climate Council,The Climate Council,327,61
49453745631,Amnesty International Australia,Amnesty International Australia,327,11
504855933190931,Time for Change - Change Aged Care,United Workers Union,324,66
126755754702938,Respect Victoria,Respect Victoria,300,10
100162559396,The Australia Institute,The Australia Institute,280,2
154796877889890,The Hospital Research Foundation Group,The Hospital Research Foundation Group,266,8
694832627392516,Prime Super,Prime Super,266,145
200819325600,ActionAid Australia,ActionAid Australia,262,54
281530749293959,Rainforest 4,Rainforest 4 Foundation Ltd,254,5
272757739102,Engineers Australia,Engineers Australia,240,9
581606621934473,International Justice Mission,IJM Australia with Facebook ad credits,237,4
159487260807787,Tindo Solar,Tindo Solar,236,5
104946487519114,Hon Nick Goiran MLC,Office of Hon Nick Goiran MLC,228,1
329777267205680,ACT Government,ACT Government,219,19
879712192044319,Animal Justice Party NSW,Animal Justice Party NSW,212,22
341910905847062,Asylum Seeker Resource Centre (ASRC),Asylum Seeker Resource Centre (ASRC),206,18
134195116658191,UNSW Law & Justice,UNSW Sydney,206,2
157481181070130,Indigenous Employment Australia,Access,188,89
105084998845350,BPH Energy,BPH ENERGY LTD,186,43
