Location name,Amount spent (CHF)
Aargau,273
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,233
Basel-Landschaft,≤100
Bern,534
Canton of Geneva,295
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,199
Fribourg,220
Graubünden,≤100
Jura,≤100
Luzern,185
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,157
Solothurn,114
Thurgau,111
Ticino,142
Unknown,≤100
Uri,≤100
Valais,158
Vaud,374
Zug,≤100
Zürich,852
