Location name,Amount spent (USD)
Akmola Region,980
Aktobe Region,261
Almaty Region,606
Atyrau Region,296
East Kazakhstan Region,451
Jambyl Region,298
Karaganda Region,269
Kostanay Region,138
Kyzylorda Region,243
Mangystau Region,200
North Kazakhstan Region,188
Pavlodar Region,204
South Kazakhstan Region,369
Unknown,≤100
West Kazakhstan Region,191
