Location name,Amount spent (CLP)
Antofagasta Region,120231
Araucanía Region,161839
Arica y Parinacota Region,52614
Atacama Region,46332
Aysén Region,55165
Bío Bío Region,378116
Coquimbo Region,175933
Los Lagos Region,339159
Los Ríos Region,67488
Magallanes y la Antártica Chilena Region,69193
Maule Region,152518
O'Higgins Region,150293
Santiago Metropolitan Region,1855760
Tarapacá Region,62155
Unknown,776
Valparaíso Region,404081
