Location name,Amount spent (USD)
Bulawayo,197
Harare Province,892
Manicaland Province,178
Mashonaland Central Province,101
Mashonaland East Province,185
Mashonaland West Province,170
Masvingo Province,144
Matabeleland North Province,≤100
Matabeleland South Province,≤100
Midlands Province,198
Unknown,≤100
