Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,250000
Apure,≤100
Aragua,250000
Barinas,250000
Bolívar (state),250000
Capital District,569193
Carabobo,250000
Cojedes,≤100
Delta Amacuro,≤100
Falcón,170000
Guárico,250000
Lara,250000
Miranda (state),282500
Monagas,175000
Mérida,250000
Nueva Esparta,2500000
Portuguesa,150000
Sucre,142500
Trujillo,110000
Táchira,250000
Vargas,52500
Yaracuy,254152
Zulia,750000
