Location name,Amount spent (VND)
An Giang Province,6025
Bà Rịa–Vũng Tàu Province,3167
Bình Dương Province,9122
Bình Phước Province,3943
Bình Thuận Province,4343
Bình Định Province,10847
Bạc Liêu Province,2420
Bắc Giang Province,30338
Bắc Kạn Province,3429
Bắc Ninh Province,54110
Bến Tre Province,4505
Cao Bằng Province,130188
Cà Mau Province,2901
Cần Thơ,3040
Da Nang,3609
Gia Lai Province,3896
Haiphong,29722
Ho Chi Minh City,44523
Hà Giang Province,2459
Hà Nam Province,2574
Hà Tĩnh Province,5183
Hòa Bình Province,4152
Hưng Yên Province,3041
Hải Dương Province,7054
Hậu Giang Province,1571
Khánh Hòa Province,3816
Kiên Giang Province,7181
Kon Tum Province,1691
Lai Châu Province,1521
Long An Province,4826
Lào Cai Province,2533
Lâm Đồng Province,2503
Lạng Sơn Province,5914
Nam Định Province,4764
Nghệ An Province,36321
Ninh Bình Province,2756
Ninh Thuận Province,2201
Phú Thọ Province,4739
Phú Yên Province,4757
Quảng Bình Province,9328
Quảng Nam Province,5201
Quảng Ngãi Province,4562
Quảng Ninh Province,4200
Quảng Trị Province,3406
Sóc Trăng Province,4061
Sơn La Province,6563
Thanh Hóa Province,37978
Thái Bình Province,4571
Thái Nguyên Province,6211
Thừa Thiên–Huế Province,5262
Tiền Giang Province,5599
Trà Vinh Province,3690
Tuyên Quang Province,9494
Tây Ninh Province,6266
Vĩnh Long Province,2501
Vĩnh Phúc Province,3892
Yên Bái Province,2944
Điện Biên Province,2724
Đắk Lắk Province,64242
Đắk Nông Province,2451
Đồng Nai Province,10932
Đồng Tháp Province,4451
