Location name,Amount spent (USD)
Alabama,9118
Alaska,2389
American Samoa,≤100
Arizona,23008
Arkansas,6114
California,106436
Colorado,21948
Connecticut,11469
Delaware,3491
Florida,65867
Georgia,23872
Guam,≤100
Hawaii,3107
Idaho,5521
Illinois,40886
Indiana,13654
Iowa,9281
Kansas,6302
Kentucky,16447
Louisiana,15515
Maine,4310
Maryland,29360
Massachusetts,16217
Michigan,27904
Minnesota,24736
Mississippi,7895
Missouri,15675
Montana,4194
Nebraska,4758
Nevada,13911
New Hampshire,7090
New Jersey,28538
New Mexico,7278
New York,53932
North Carolina,33763
North Dakota,1249
Northern Mariana Islands,≤100
Ohio,33760
Oklahoma,10610
Oregon,17716
Pennsylvania,99877
Puerto Rico,≤100
Rhode Island,3202
South Carolina,12678
South Dakota,1572
Tennessee,18242
Texas,129913
Unknown,10215
Utah,6642
Vermont,3034
Virgin Islands (U.S.),≤100
Virginia,28438
Washington,19162
"Washington, District of Columbia",11222
West Virginia,6893
Wisconsin,17279
Wyoming,1550
