Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
643513979193133,Unidos por Beatriz,Neuma,20059,7
102084562479533,Digital506,Digital506,6843,7
161538647202796,David Segura - Diputado,David Lorenzo Segura Gamboa,3385,1
399929296730642,Consejo Nacional de Cooperativas,Jonathan Ureña Vargas,2800,1
100508562815254,Juan Diego González Picado,Juan Diego González Picado,2800,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,2119,3
265843867173714,La Revista,La Revista,1223,3
1066083900227445,VarBar Solutions,These ads ran without a disclaimer,1130,1
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,1120,1
2006883116083469,Cristopher Montero Jiménez,Cristopher Montero Jimenez,749,1
103758944688614,boarderchik87,These ads ran without a disclaimer,560,1
109391388543268,Mariana Alves,These ads ran without a disclaimer,≤100,5
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
101417225675406,niki2nicole,These ads ran without a disclaimer,≤100,1
105924582287904,maquillandopermanente,These ads ran without a disclaimer,≤100,1
1102199946478493,Spotlight,These ads ran without a disclaimer,≤100,4
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
462848513792011,国家大剧院National Centre for the Performing Arts,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
