Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
251292808253299,Canadian College,Canadian College,772884,20
75884689790,Colectivo de Abogados,Colectivo de Abogados,538837,4
619776134722439,Secretaría Distrital de Salud,Secretaría Distrital de Salud,520282,11
310454127055,Politécnico Grancolombiano,Sergio Fernando Gallo Suarez,503125,4
105860962029722,medellinvuelveabrillar,Medellín Vuelve a Brillar,423601,14
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,373218,2
105578134695113,Andree Uribe Montoya,Cleidy Andrea Montoya Parra,316062,7
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,239771,7
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,237328,4
503621983303342,Oscar Mauricio Toro,Oscar Mauricio Toro Valencia,211601,6
751562421689783,ONDA OPITA,ONDA OPITA,184684,1
1513364822297857,German Casagua B,Germán Casagua Bonilla,181203,1
108158921672438,Llener Borja,Alvaro Jose Gomez Ramirez,160792,11
370267297019304,Marco Hincapié,Marco Emilio Hincapie Ramirez,143767,3
112155252163421,Sebastián López V.,Sebastian Lopez Valencia,124840,51
53177129367,Dilian Francisca Toro Torres,Dilian Francisca Toro,124690,7
108576731393581,Juliana Enciso,Claudia Juliana Enciso Montes,124315,6
348250701862191,Guillermo Velandia Granados,Guillermo Velandia Granados,123882,1
105437204540183,Miyerlandi Torres A,Miyerlandi Torres A,116518,9
1379933302305788,Colegio Gimnasio Americano,Colegio Gimnasio Americano,108493,3
460297427472944,Corporación  Educativa Politécnico La Salle,Corporación Educativa Politécnico La Salle,107113,1
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,99023,1
381464961911270,Cruz Roja Antioquia,Cruz Roja Colombiana Seccional Antioquia,93164,6
1147318942107929,Todos Somos Una,DEBRAIN LLC,90478,3
1119413181474050,El Avispero Mov,Movilizatorio,89044,4
107204794960194,Instituto Técnico La Salle,Instituto Técnico La Salle,84462,11
1953017374955460,Nelson Barrera Roa,Nelson Barrera Roa,82293,2
110673818587137,Eicman Murillo,Jamundí para Todos,77252,2
101672785855145,Irina Salas,Irina Salas,74204,3
1622001728047397,Harman Alcalde,Harman Alcalde,73910,10
264386463968386,Nubia Stella Martínez,Centro Democrático - Comunidad Oficial,72331,1
132840983520233,Gobernación del Atlántico,Gobernación del Atlántico,69221,1
157146724439549,Luis Bernardo Vélez,Martha Patricia Giraldo,66786,4
201504926957834,Luis M. Carvajalino,Luis Manuel Carvajalino Quin,64419,6
299469560099835,Alcaldía de Cali,Alcaldía de Cali,61403,3
104969865721375,Profes.movimientociudadano,John Bazurto,58957,5
835710939898329,Paulina Aguinaga,Paulina Aguinaga,57817,11
1004865626202028,Jaime Peña Peñaranda,Joseph Ferney Galvis Gonzalez,56581,4
462660883763346,Ronald Mayorga,Ronald Mayorga,54648,4
152939514772308,Elsa Noguera,Gobernación del Atlántico,54523,1
2158318667815480,Nancy Henao Ruiz,Nancy Concejal Verde,51055,9
645168172181457,Gobernación de Caldas,Eikon Digital SAS,50708,11
350160788433059,Proclama Cauca y Valle,Proclama Cauca y Valle,49825,5
2280357942291111,Luis Carlos Velásquez,Luis Carlos Velásquez,49776,7
102383079246422,Paulo Gómez,Paulo Gómez,47359,1
581095835894514,Noticentro 1 CM&,Noticentro 1 CM&,47127,6
102767795741563,Paola Andrea Grisales Florez,Paola Grisales,47000,2
258948700872338,Isvimed Alcaldía de Medellín,Eikon Digital S.A.S.,46607,12
1488419784774409,Alcaldía de Soledad,Alcaldía Municipal de Soledad,45813,4
100119084876379,Lida Escobar,Lida Beatriz Escobar Leal,45747,1
416201871913815,Adolfo Romero,Adolfo Romero,41073,2
138634813014016,"Alvaro Múnera, grupo de amigos del Diputado Animalista","Alvaro Múnera, grupo de amigos del Diputado Animalista",40939,3
100684621294069,Diego Cancino - Concejal de Bogotá,Equipo Diego Cancino,39825,1
117697916615780,Julián López,Julián David López Tenorio,37809,3
105082425839252,Los Patios Opina,Los Patios Opina,37255,1
114317847146525,Alvaro Arias Velez,TORO DIGITAL,36400,3
1774173176200315,Notidespeguecucuta,Notidespeguecucuta,35859,4
101071764864119,Dulce Veneno,Dulce Veneno,35517,2
10423517786,Harvard Business Review,These ads ran without a disclaimer,33957,1
915743661945208,Alejandro Eder,Alejandro Eder,31280,5
838927469815494,Diana Diago,Diana Marcela Diago,31169,4
31121558686,BBVA Careers,These ads ran without a disclaimer,30907,1
1832438050403942,Amin Losada,Ginna Tatiana Piragauta Guzman,30666,3
507379196275144,Robert Sanchez,Andres Felipe Lopez Borja,30465,2
104747731304234,Jeny Mesa,Jeny Johana Mesa Suarez,30323,2
675138159184301,Juan Guillermo Zuluaga,Juan Guillermo Zuluaga Cardona,28823,1
108946084100541,Alcaldía Cartagena Del Chairá,Tuto Gonzalez,27962,1
111248191341056,Linda Pinedo Puello,Carlos Andres Perez Lopez,27419,2
104237548662249,Centro de Emprendimiento Impúlsate,Sebastian Galeano,27349,5
201014753267112,Andrés Fernando Mesa Valencia,Andres Fernando Mesa Valencia,26934,2
114891091473899,Luis Francisco Oliveros,Edgar Hernando Paez Aparicio,26747,1
224116751044855,Fundación Carvajal,Fundación Carvajal,25726,1
188371488749555,Mauro Marquez,Mauricio Marquez Valencia,25165,2
100869593353173,Universidad Tecnológica de Bolívar,Universidad tecnologica de Bolivar,24555,1
664142747350164,Tatiana López Saldarriaga,Tatiana López Saldarriaga,24512,1
114778278552099,Octavio Cardona León,Octavio Cardona León,24118,1
509529099396147,Héctor Rangel,Héctor Rangel,24029,6
765302097170348,Línea Cero,Linea Cero,24007,5
393038757969412,Cero Politiqueros,Guillermo Villa,23952,2
133787883971402,Oscar Ramírez Vahos,Oscar Ramirez Vahos,23707,1
214167541938411,Juan Pablo Gallo,Valeria Cardenas Arias,22058,1
275486829735525,Johan Steed,Pedro Barreto,21061,2
663745640418825,Duvan Mozo,Byron Andres Velez Valdes,20897,1
102676629272823,Germán Hernández,German Hernandez Vera,19942,2
111270691775114,Edwin Torres Poveda,Edwin Torres Poveda,19349,1
749177381856407,Camilo Calle,Camilo Calle,19278,4
1130613886971903,Alejandro Abuchar,Byron Andres Velez Valdes,19026,1
104701351208795,"Secretaría de Infraestructura, Renovación Urbana y Vivienda","Secretaría de Infraestructura, Renovación Urbana y Vivienda",18972,1
987563698019371,Duván Murillo Diputado,Duvan Murillo,18643,2
108459260282,Universidad La Gran Colombia,Universidad La Gran Colombia,18482,2
1431824383809561,Camilo Torres,Ivonne Mariana Torres Prada,18281,1
465581230302326,Daniel Murcia,Andres Felipe Ruiz Montoya,18220,1
2203948933156649,Oriana Zambrano Montoya,Oriana Teotiste Zambrano Montoya,17106,1
418155555015037,Germán Escobar Cundinamarca,German Mauricio Escobar,16659,1
191210184867688,Julián Serna Concejal,Julian Andres Serna Ruíz,15544,1
106083021215996,Todos por Medellín,Todos por Medellín,15509,2
689470488084597,Joan Manuel,Andres Felipe Lopez Borja,14882,3
104985091108783,EISI Digital Agency,These ads ran without a disclaimer,14220,1
1823807254333065,Soy Más País,Soy Mas Pais,14194,3
2147555915555068,Agustín Palacios,Agustin Palacios Murillo,13949,2
273140600265429,Ing. Ronald Mauricio Ortiz Bahamon,Ronald Mauricio Ortiz Bahamon,13671,1
655085057949313,Gonzalo Arzuza Torrado,Gonzalo Arzuza Torrado,13041,2
796134277395174,Luis Francisco Ruiz Aguilar,Luis Francisco Ruiz Aguilar,12830,2
923399918049853,Alcaldía de San Agustín,Luis Fernando Llanos Pabon,12246,1
164951306974210,La Pupila Comunicaciones,Angela Figueroa Jimenez,12083,2
268302663513603,Personeria Municipal de Palmira,Personeria Municipal de Palmira,12005,1
635384183168162,Awake.travel,These ads ran without a disclaimer,11691,3
103727635426939,Alexandra Vásquez Ochoa,Leider Alexandra Vasquez Ochoa,10905,3
175346789490397,Peyi Paternina,Peyi Paternina,10811,1
100319211712051,Walter Salas,Walter Manuel Salas Quinto,10667,2
112644630187755,Fundación Mi Región,Gina Maritza Fuentes Galvis,10564,1
100329811326978,Carlos García,These ads ran without a disclaimer,9958,2
109244682035411,Primero el empleo,Camilo Alfredo Vieco Merlano,9906,1
1400280116941194,Fabian Diaz,Fabian Diaz,9834,2
108675595132967,Karol Martínez Silva,Karol Martinez Silva,9809,1
140451182823675,Edwin Palma Egea,Edwin Palma Egea,9706,2
1150942755027141,MMconsultor,MMconsultores,9533,1
502665456448329,Federico Barolin,These ads ran without a disclaimer,9321,1
591790440998703,Carlos Ramirez,Carlos Ramirez,9196,1
446016199240073,SERGIO MENDOZA,Sergio Mendoza,8801,1
290184608374169,Sebastian Calderon,Sebastian Calderón,8780,2
105741317759787,Johnatan Taborda,Johnatan Andres Taborda Gomez,8618,1
108259621534009,Carlos Bonces,Marco Aurelio Castellanos Flores,8342,1
1581065862149234,Alcaldía de Tuluá John Jairo Gomez Aguirre,Alcaldía de Tuluá John Jairo Gomez Aguirre,7751,1
417060811811167,Juan David Duque García,Juan David Duque Garcia,7527,1
185965224778568,Diario Occidente,Nuevo Diario Occidente,7493,1
1815626541807349,Agencia de Periodismo Investigativo,Norbey Quevedo Hernandez,6986,1
333652197285167,Jorge Ramírez,Jorge Hernan Ramirez Barreto,6870,1
439983910109158,Andrés Hoyos,Andrés Hoyos,6852,1
339017510001793,Cristian Céspedes,Cristian David Céspedes Correa,6590,1
2985975288082911,Lourdes Mateus: La Salud Es Tu Derecho,Lourdes Paola Mateus Serrano,6353,1
1623979207858057,Hanner Concejal,Hanner Concejal,5970,1
366661700340694,Carlos Javier Navas M,Carlos Javier Navas Murillo,5763,1
