Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
145505648808327,Resala Charity Organization - جمعية رسالة للاعمال الخيرية,Mohamed Al Ayyat,15798,5
384511478794856,Thndr ثاندر,These ads ran without a disclaimer,11742,5
145505648808327,Resala Charity Organization - جمعية رسالة للاعمال الخيرية,Resala Charity Organization - جمعية رسالة للاعمال الخيرية,10673,4
798673866859390,ETC TV,ETC TV,3881,39
101516486048536,CDIS - Egypt Cybersecurity & Data Intelligence Systems Conference & Expo,CDIS Cybersecurity and Data Intelligence Conference and Expo,1179,5
104119962338191,محمد عبد السلام الديب,محمد عبد السلام الديب,994,3
743199805779919,الموقف المصري,These ads ran without a disclaimer,924,1
1632636017007559,Mohamed Mostafa Elsallab محمد مصطفي السلاب,Mohamed Mostafa Elsallab محمد مصطفي السلاب,688,6
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,634,2
273900239400893,نقابة المحامين المصرية,نقابة المحامين المصرية,633,6
192320965049184,الإعلامية نيفين منصور,Nivine Mansour,508,8
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,464,2
101361307958442,Mohamad ElGarhy,محمد السيد عبد الستار,386,3
106719921012688,Ahmed Bahaa Shalaby-أحمد بهاء شلبي,Integrated Marketing Communications For Media.IMC,348,13
1424610401122573,هاني العتال - Hany Alattal,محمد السيد عبد الستار,341,2
101009088774421,حزب حماة الوطن,حزب حماة الوطن,339,2
110877857406073,المهندس حسام لبن,المهندس حسام لبن,338,3
102883459081121,Mohamed Taher - محمد طاهر,Mohamed Taher - محمد طاهر,333,13
354968941204659,الدكتور أيمن أبو العلا عضو مجلس النواب,الدكتور أيمن أبو العلا عضو مجلس النواب,317,8
176956519017843,الحزب المصري الديمقراطي الاجتماعي,Mona Shammakh,263,5
319044774889435,المركز الإعلامي للنائب هاني خضر,النائب هاني خضر,241,2
102752291431181,المهندس حازم الجندي - Hazem ElGendy,المهندس حازم الجندي - Hazem ElGendy,225,3
110734497396339,محمود سامي - 𝐌𝐚𝐡𝐦𝐨𝐮𝐝 𝐒𝐚𝐦𝐲,Mahmoud Samy,212,2
158643697625854,محمد تيسير مطر - Mohamed Tayser Mattar,Aplus,201,3
112884131660592,أسامة جاويش-Osama Gaweesh,These ads ran without a disclaimer,200,1
111086937788265,موقع تحيا مصر - Tahiamasr News,موقع تحيا مصر - Tahiamasr News,197,2
108210648333964,محمود طاهر -Mahmoud Taher,محمود طاهر -Mahmoud Taher,184,5
121502487925668,د/ محمد الجندي - Mohamed Elgendy,د/ محمد الجندي - Mohamed Elgendy,177,1
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,153,2
105096455624550,Tamer abdelhamid - تامر عبد الحميد,Tamer abdelhamid - تامر عبد الحميد,148,3
