Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,7804,40
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,5389,10
109049212192912,יעקב בורובסקי-לראשות העיר חיפה,יעקב בורובסקי-לראשות העיר חיפה,3344,12
429184557235927,בצלאל סמוטריץ',בצלאל סמוטריץ,2968,3
107217383988190,מגזין אפוק,Epoch Magazine,2765,57
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,1707,7
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,1574,58
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,1421,17
114429471587565,"יפעת עובדיה לוסקי - יו""ר קק""ל",קרן קימת לישראל,1341,3
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,1175,4
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",1137,66
115456451553737,יונה יהב,יונה יהב,1134,10
1073548259341247,לובי 99,לובי 99,1096,6
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,1024,2
1662907067255622,איגוד הגז הטבעי,Unik,1004,4
104451956273575,נאמני תורה ועבודה,נאמני תורה ועבודה,959,2
197318587089671,יורם שמעון - Yoram Shimon,יורם שמעון - Yoram Shimon,931,3
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,911,6
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,893,7
1954699454767994,שי זולדן - Shay Zoldan,שי זולדן,762,13
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,759,2
112933168448095,בת שבע אבוחצרה - לראשות העיר כרמיאל,בת שבע אבוחצרה - לראשות העיר כרמיאל,736,4
500238833397356,ציפי ברנד,ציפי ברנד,729,10
163213311020271,רונן סלטון לראשות המועצה,רונן סלטון לראשות המועצה,711,3
108714485611920,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,630,3
474079052648531,יועז הנדל   Yoaz Hendel,יועז הנדל,621,1
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,598,2
1694881230559425,אבירם דהרי,אבירם דהרי,581,17
1197610913585169,אורנה ברביבאי - Orna Barbivay,אורנה ברביבאי - Orna Barbivay,556,9
204780362875106,מקור ראשון,מקור ראשון,530,47
107267941774176,רמת-גן שואלת,סיעת רמת-גן שלנו,475,2
160119221434385,דוד עציוני -ראש העיר חיפה,דוד עציוני -ראש העיר חיפה,475,4
146122195591636,שלומי לחיאני - בת ים בראש מורם,שלומי לחיאני - בת ים בראש מורם,433,29
104020512761050,أجا الوقت,Standing Together,431,2
649373828424341,Moshe Lion - משה ליאון,Moshe Lion - משה ליאון,423,3
219091481560790,מרים פיירברג - איכר,נתניה אחת,418,3
104222621115858,הביטחוניסטים,הביטחוניסטים,404,13
108979322204008,יוסי דגן - yosi dagan,יוסי דגן - yosi dagan,400,1
104422122740691,Рами Гринберг - мэр Петах-Тиквы,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,393,1
124894077550811,ישראל חופשית,ישראל חופשית,388,3
109242871232111,מתן בארי,מתן בארי,379,2
111207016890796,Liora Levy - ליאורה לוי,נתניה אחת,372,3
369655989728696,אסף דעבול - Asaf Daabul,אסף דעבול - Asaf Daabul,359,5
117658294683078,ישראלTop5,top5israel,355,4
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,352,4
107124799990825,חן שרייבר-נשיא לשכת רואי החשבון בישראל,חן שרייבר,346,6
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",345,13
315149999091604,אביש שלמה לראשות מועצה אזורית מנשה,אביש שלמה לראשות מועצה אזורית מנשה,343,12
106836891775374,אסנת ספורטה - Osnat Saporta,אסנת ספורטה - Osnat Saporta,339,3
316346795391337,"פתח לתקווה - בראשות עו""ד אורנה דוידאי","פתח לתקווה - בראשות עו""ד אורנה דוידאי",336,8
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,335,4
114630296604026,"Davar - Workers, Society and Economy in Israel",דבר העובדים בארץ ישראל,334,4
877405719007268,מכון ארגמן - Argaman Institute,מכון ארגמן,332,25
106729829160918,גייל שורש לראשות העיר רמת השרון,free ramat hasharon,329,12
103851895179872,אמהות לביאות,אמהות לביאות,329,4
161648040544835,יצחק הרצוג - Isaac Herzog,יצחק הרצוג - Isaac Herzog,320,1
109234611748978,منظمة العفو الدولية في اسرائيل,Amnesty International Israel,311,2
109523830757998,דמוקרטtv,דרכנו,310,2
1129270547137227,EcoHeat,"אקוהיט מערכות חימום בע""מ",305,1
107107231197546,אלון אזולאי -Alon Azulay,אלון אזולאי -Alon Azulay,303,4
562900707171914,ליעד אילני לראשות עיריית רמת-גן,סיעת רמת-גן שלנו,303,1
221429664638160,קדמה,קדמה,301,6
1457440094475905,Stav Shaffir סתיו שפיר,Stav Shaffir סתיו שפיר,296,3
361464970647064,זהר בלום - Zohar Blum,זהר בלום - Zohar Blum,277,1
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",271,7
119889504408611,שלומי קדוש חבר מועצת העיר קרית ים,שלומי קדוש חבר מועצת העיר קרית ים,270,3
240220956154452,שירי חגואל - סיידון,נתניה אחת,270,1
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",261,9
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,256,13
233543866802446,גבריאל ריזינשוילי - Gabriel Rizinashvili,גבריאל ריזינשוילי - Gabriel Rizinashvili,256,3
124191360932729,התעוררות בירושלים,התעוררות בירושלים,251,11
1435922513325831,איציק לב לראשות העיר חריש,איציק לב לראשות העיר חריש,248,11
112169951926386,אלון רוזן,אלון רוזן,246,1
287663625305114,ניר בן חיים - Nir Ben Haim,ניר בן חיים - Nir Ben Haim,239,5
103185328887035,דניאל ליזרוביץ',דניאל ליזרוביץ',238,3
115855324877194,ג'ולי קייט למועצת העיר באר שבע,ישראל ביתנו,235,2
134317898540,דרך חדשה לקריית שמונה - בראשות אופיר יחזקאלי,דרך חדשה לקריית שמונה - בראשות אופיר יחזקאלי,235,2
120240631007633,הילה לנקרי-מיוסט,הילה לנקרי-מיוסט,233,4
954415847987172,תעסוקה שווה - פתרונות תעסוקה למעסיקים ולאנשים עם מוגבלות,תעסוקה שווה - פתרונות תעסוקה למעסיקים ולאנשים עם מוגבלות,231,30
105275438920642,חדשות גוש דן,These ads ran without a disclaimer,228,4
279345532129864,ההסתדרות הציונית העולמית,ההסתדרות הציונית העולמית,228,5
1678753882355496,איגוד העובדות והעובדים הסוציאליים,איגוד העובדות והעובדים הסוציאליים,221,1
196010704541252,ניר קריסטל - Nir Crystal,ניר קריסטל - Nir Crystal,218,2
308048836418327,הילה שלם והתושבים - רצים לראשות העיר,הילה שלם והתושבים - רצים לראשות העיר,206,5
493870400705407,"ד""ר אלי לחמני","ד""ר אלי לחמני",202,5
390174201363786,Eli Nacht • אלי נכט,Eli Nacht • אלי נכט,198,12
256546887847232,עיריית רמת גן,עיריית רמת גן,197,4
979469898759509,יוסי חביליו - Yosi Havilio,יוסי חביליו - Yosi Havilio,195,6
101573499695928,ים מאיר קרן,נתניה אחת,192,1
525508244192924,אלי לנקרי - Eli Lankri,אלי לנקרי - Eli Lankri,190,3
105934298594064,יוסי כהן - Yossi Cohen,יוסי כהן - Yossi Cohen,190,7
1035272329966416,ליאור גלבוע לראשות העיר,ליאור גלבוע לראשות העיר,187,4
140870339416063,משה ינאי,משה ינאי,187,3
109717378827781,באה בטוב - קרן מקסימוב ברנדס לראשות העיר רמת השרון,Keren-MB - קרן מקסימוב ברנדס,187,1
276364932900823,יוני חכימי לראשות פרדס חנה כרכור,יוני חכימי לראשות פרדס חנה כרכור,187,4
109901032124238,גל זנדני,גל זנדני,187,12
107743945685242,שלום יפרח לראשות מועצה אזורית לכיש,שלום יפרח,187,2
104221385973111,אלי אנקונינה-  ראש  העיר אור עקיבא,אלי אנקונינה-  ראש  העיר אור עקיבא,187,1
380816475304653,Yuval zellner - יובל צלנר,Yuval zellner - יובל צלנר,187,2
105744449044010,Алон Азулай,Алон Азулай,187,1
102524746200583,רחמים מלול - ראש עיריית רחובות,רחמים מלול,187,4
723141737847411,ראובן לדיאנסקי,ראובן לדיאנסקי,187,3
125126963820139,סיעת רק-ביחד,רז קינסטליך- בחירות לראשות עיריית ראשל״צ,187,2
108115348997001,מידן בר לראשות מועצת עמק חפר,מידן בר,185,15
670447859788515,יניב דרי - מחוברים לתושב,Yaniv Derry,185,3
100962763064910,בן כהן - לראשות המועצה באר טוביה,בן כהן,185,10
