Location name,Amount spent (ZAR)
Eastern Cape,885
Free State,1025
Gauteng,3904
KwaZulu-Natal,1465
Limpopo,439
Mpumalanga,522
North West,371
Northern Cape,320
Unknown,≤100
Western Cape,6591
