Location name,Amount spent (TWD)
Changhua,10013
Chiayi,2645
Hsinchu,5476
Hsinchu City,7920
Hualien,5327
Kaohsiung,33847
Keelung City,4020
Kinmen,554
Lienchiang,≤100
Miaoli,5180
Nantou,8259
New Taipei City,73142
Penghu,883
Pingtung,6637
Taichung,40056
Tainan,24805
Taipei,42473
Taitung,2246
Taoyuan City,31879
Unknown,4452
Yilan,4225
Yunlin,6336
