Page ID,Page name,Disclaimer,Amount spent (NOK),Number of ads in Library
111345183340,Fagforbundet,Fagforbundet,17784,10
329095637110085,FRANTZ AS,Frantz as,17641,104
171619972854769,Oslo Arbeiderparti,Oslo Arbeiderparti,8560,12
14095969045,Fremskrittspartiet,Fremskrittspartiet,8128,6
119258624775294,Agder Arbeiderparti,Agder Arbeiderparti,7526,17
141589002521022,Oslo Høyre,Oslo Høyre,6945,25
124770374240753,Oslo FrP,Oslo FrP,6860,42
10953652930,Høyre,Høyre,5173,52
234659001772,Arbeiderpartiet,Arbeiderpartiet,4261,5
135843375926,UNICEF Norge,UNICEF Norge,4245,21
11526489541,Senterpartiet,Senterpartiet,3528,3
203067569732001,Fellesforbundet,Fellesforbundet,3278,48
102264419459588,Akershus Høyre,Akershus Høyre,2982,6
173437119340296,Akershus Arbeiderparti,Akershus Arbeiderparti,2870,16
126448980866214,Klassekampen,Klassekampen,2447,1
113275862050709,Næringslivets Hovedorganisasjon,Næringslivets Hovedorganisasjon,2172,43
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,1987,22
209735895864644,Sylvi Listhaug,Fremskrittspartiet,1820,4
275389322558295,LOs sommerpatrulje,LO,1707,4
371106536283235,DAG OG TID,Dag og Tid AS,1582,6
126895400704503,Rogaland Høyre,Rogaland Høyre,1262,3
33483001033,SV - Sosialistisk Venstreparti,SV - Sosialistisk Venstreparti,1257,1
100970626156019,Kent Ranum - Ordførerkandidat Høyre,Kent Ranum - Ordførerkandidat Høyre,1193,8
57542291449,FFO - Funksjonshemmedes fellesorganisasjon,Funksjonshemmedes Fellesorganisasjon (FFO),1030,2
6458652543,WWF Verdens naturfond,Stiftelse WWF Verdens naturfond,978,2
200983583270624,NHO Service og Handel,NHO Service og Handel,976,4
138370333527008,Viken fylkeskommune,Viken fylkeskommune,962,6
189828081044593,MS-forbundet i Norge,Ms-forbundet,932,22
198748346812235,Drammen Venstre,Drammen Venstre,929,20
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,923,4
20468812735,LO,LO,887,5
217610311592724,Bærum Arbeiderparti,Bærum Arbeiderparti,841,6
171368929594037,Vestland Høgre,Vestland Høgre,787,3
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,762,1
119797291429215,RIO - en landsdekkende brukerorganisasjon på rusfeltet,RIO - en landsdekkende brukerorganisasjon på rusfeltet,758,1
180922468616209,Oslo SV,Oslo SV,755,1
536745556722065,Lillestrøm FrP,Lillestrøm FrP,747,4
110628757129572,LO Vestfold og Telemark,LO,732,8
329215143807272,Trondheim Høyre,Trondheim Høyre,719,8
413702262401064,Innlandet Høyre,Innlandet Høyre,710,2
131631106897687,Øygarden FrP,Øygarden FrP,701,15
103057921635136,Folkets Parti Bergen,Foreningen FNB Bergen,648,4
665832620193085,Kristiansand Høyre,Kristiansand Høyre,646,4
196060713751352,LO Trøndelag,LO,634,10
46448594983,Næringsforeningen i Stavanger-regionen,Næringsforeningen i Stavanger-regionen,620,5
10254410675,Venstre,Venstre,606,3
1281475135310961,Sissel Knutsen Hegdal - ordførerkandidat Høyre,Sissel Knutsen Hegdal - ordførerkandidat Høyre,595,3
157929987567626,Oslo MDG,OSLO MILJØPARTIET DE GRØNNE,570,9
567993443304031,Larvik Høyre,Larvik Høyre,565,1
139630365693,Drammen FrP,Drammen Fremskrittsparti,564,4
100231879042950,Fylkesordførerkandidat Niklas Memic-Eriksen - FrP,Fylkesordførerkandidat Niklas Memic-Eriksen - FrP,563,2
189429677833005,Lørenskog SV,Lørenskog Sosialistisk Venstreparti,562,3
144754334087,Trøndelag Arbeiderparti,Trøndelag Arbeiderparti,521,20
862240613795156,Lillestrøm Arbeiderparti,Lillestrøm Arbeiderparti,515,14
186245021399622,Agder Senterparti,Agder Senterparti,493,4
108203984145752,Kruse Larsen,Kruse Larsen,489,13
154738091244600,Idrettsrådet Stavanger,These ads ran without a disclaimer,471,1
132368899297,Framtiden i våre hender,Framtiden i våre hender,468,8
153402168051875,Bergen Senterparti,Bergen Senterparti,468,6
2869351156469363,Tonje Lavik - FrP,Asker FrP,449,2
1499576763595145,Agder Høyre,Agder Høyre,441,2
185349298793613,"Kari Nessa Nordtun, ordfører i Stavanger","Kari Nessa Nordtun, ordfører i Stavanger",417,2
267093316643456,Oslo Venstre,Oslo Venstre,408,10
58473863651,Amnesty International Norway,Amnesty International Norge,399,3
609322219124074,Bærum MDG,Bærum Miljøpartiet de Grønne,393,16
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,377,11
781470095268908,Skien Venstre,Skien Venstre,372,4
131267734363,Kirkens Nødhjelp,Kirkens Nødhjelp,371,3
1461371280751779,Hå KrF,Hå KrF,357,7
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,350,6
289683304433819,Rælingen Høyre,Rælingen Høyre,349,6
139808122732007,Sola Høyre,Sola Høyre,342,3
126570327547728,Kongsberg Høyre,Kongsberg Høyre,337,1
151608890040,Innlandet FrP,Innlandet FrP,322,1
34448777123,Haugesund Venstre,Haugesund Venstre,314,4
752436708102132,Liberalistene,Liberalistene,312,3
291638394185556,Drammen Høyre,Drammen Høyre,304,9
711789545902081,Marit Vea,Oslo Venstre,298,9
458126690922579,Rødt Trøndelag,Rødt Trøndelag,297,5
1583324988565868,Stortinget,Stortinget,285,7
117840771633607,Nittedal FrP,Fremskrittspartiet,282,7
117726821605303,PBL,PBL,273,4
176175415825122,apotek.no,Apotekforeningen,272,20
239677012734267,Fredrikstad Høyre,Fredrikstad Høyre,263,2
112012974739174,Evren Ünal - By og Fylkesvalget Kristiansand Agder MDG 2023,Evren Ünal - By og Fylkesvalget Kristiansand Agder MDG 2023,260,1
186626994701210,Forbundet for Ledelse og Teknikk (FLT),Forbundet for Ledelse og Teknikk (FLT),258,4
352782288790,Stavanger Venstre,Stavanger Venstre,255,5
533651323368005,Nordland FrP,Nordland FrP,245,4
112609495155703,Karin S Woldseth - FrP,Asker FrP,245,1
289043317923899,Modum Arbeiderparti,Modum Arbeiderparti,245,11
157803497575876,NHO Reiseliv,NHO Reiseliv,244,10
159384853140,Oslo Unge Høyre,Oslo Unge Høyre,237,1
577050979296097,Måløy Vekst,These ads ran without a disclaimer,230,1
322525743444,Get Inspired,These ads ran without a disclaimer,227,3
129172787092846,Norsk Kennel Klub (NKK),Norsk Kennel Klub,223,3
213228988687583,Nesodden Høyre,Nesodden Høyre,222,1
136206693091663,Norges Fiskarlag,Norges Fiskarlag,215,21
206510029407716,Møre og Romsdal Høyre,Møre og Romsdal Høyre,214,14
170149836763179,Orkland Arbeiderparti,Orkland Arbeiderparti,212,1
268121730009485,Sørmegleren,Sørmegleren,210,2
116972608335219,Naturvernforbundet,Naturvernforbundet,208,1
157978627560195,Innlandet Arbeiderparti,Innlandet Arbeiderparti,207,9
100722841311675,"Kristiansand Pensjonistparti - Barn, Familie og Pensjonist",Kristiansand Pensjonistparti,206,5
799067676853491,Råde Senterparti,Råde Senterparti,202,2
2398568533531114,Velferdsmiks,NHO Geneo,202,16
164105576971498,Sandefjord Arbeiderparti,Sandefjord Arbeiderparti,202,3
351810391628079,Hallstein Bjercke,Oslo Venstre,201,4
131210924115622,Askøy24,Askøy24,198,3
367725053379647,Møre og Romsdal MDG,Miljøpartiet De Grønne Møre og Romsdal,198,1
398467843499743,Rogaland Senterparti,Rogaland Senterparti,196,2
120374971332864,Kagge Forlag,Kagge Forlag,196,1
109997808014510,Maria Miller MP,These ads ran without a disclaimer,192,1
292545047480514,Vestland Arbeidarparti,Vestland Arbeidarparti,190,3
118470544845764,Moss SV,Moss SV,186,3
103638585942638,Folkets Parti Kristiansand,Folkets parti Kristiansand,186,3
116602181709178,Rogaland KrF,Rogaland KrF,185,14
197275503655021,Nordre Follo Senterparti,Senterpartiet,182,1
109076072177574,Stian Davies - fylkesordførerkandidat for Vestland Arbeidarparti,Vestland Arbeidarparti,177,2
298357179829,Trondheim Arbeiderparti,Trondheim Arbeiderparti,177,4
135779106489065,Stavanger KrF,Stavanger KrF,176,15
166359316748710,Ørsta Høgre,Ørsta Høgre,172,1
251924971611363,Trøndelag KrF,Trøndelag KrF,169,5
157315561134237,Kongsberg Arbeiderparti,Kongsberg Arbeiderparti,168,2
146602872043355,Nordland fylkeskommune,Nordland fylkeskommune,164,6
275077585842475,Froland KrF,Froland KrF,158,3
133640403364515,Næringsforeningen Haugalandet,Næringsforeningen Haugalandet,158,4
128566103830426,Civita,Civita AS,156,5
224521330900884,Bergen SV,Bergen SV,153,6
675104515923877,Enebakk KrF,Enebakk KrF,152,1
230808690265272,Drammen SV,Drammen SV,150,4
146731798709607,Bymiljølista i Fredrikstad,Bymiljølista i Fredrikstad,144,1
488714917821975,Sarpsborg MDG,Sarpsborg MDG,140,1
298964320208914,Lillesand Høyre,Lillesand Høyre,140,3
119787264706852,Trondheim FrP,Trondheim FrP,139,1
102818562675663,Stord Venstre,Stord Venstre,139,3
903651416368171,Kvinesdal KrF,Kvinesdal KrF,135,5
119878348024795,ULOBA,Uloba - Independent Living Norge,135,11
114229878606206,Askøy FrP,Askøy FrP,134,1
189503977888359,Drammen MDG,Drammen MDG,131,2
361622540537204,Skien SV,Skien SV,129,3
160643640614804,Rogaland Arbeiderparti,Arbeiderpartiet,127,1
175438386701,Dagen,Dagbladet Dagen AS,124,1
120446271352301,Nord universitet,These ads ran without a disclaimer,124,2
105706168752816,NHO Geneo,NHO Geneo,123,5
219212891435404,Ullensaker FrP,Ullensaker FrP,122,1
159632007420451,Sarpsborg Venstre,Sarpsborg Venstre,121,2
156892357685143,Kjartan Alexander Lunde,Rogaland Venstre,119,3
1772831389697261,Frimodig kirke,These ads ran without a disclaimer,115,1
198660866818662,Afghanistankomiteen - NAC,Afghanistankomiteen,115,2
109481755758840,Trondheim SV,Trøndelag SV,114,3
363833947418094,Senja SV,Senja SV,112,3
100168202468850,Ordfører Siri Martinsen,Fredrikstad Arbeiderparti,107,1
183450288333331,Eidsvoll Høyre,Eidsvoll Høyre,106,1
1629110813846272,Lånke Arbeiderlag,Lånke Arbeiderlag,105,2
