Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,573
Bicol Region,15065
Cagayan Valley,2087
Calabarzon,16675
Caraga,1300
Central Luzon,13711
Central Visayas,5256
Cordillera Administrative Region,1116
Davao Region,2384
Eastern Visayas,2390
Ilocos Region,3226
Metro Manila,23113
Mimaropa,2207
Northern Mindanao,3041
Soccsksargen,2094
Unknown,≤100
Western Visayas,6547
Zamboanga Peninsula,2958
