Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
109637397268775,Nyugati Pályán,Splendidea Communications Kft,641653,16
120370174702378,Magyarország Kormánya,Magyarország Kormánya,426556,1
101581945499216,Budapest Beszél,Budapest Beszél,197797,2
191461774219575,hirado.hu,hirado.hu,176080,50
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,138879,11
543788999005363,ORIGO,Mediaworks Hungary Zrt.,136852,13
1534911313439123,Ripost,Ripost,96905,10
178362315106,European Parliament,European Parliament,67551,4
110435704162069,V. gr. Molnár-Gazsó János,Vitezi Rend,65388,2
248172631940,Mandiner,Mediaworks Hungary Zrt.,64209,7
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,61248,5
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,58800,10
103535901965121,Európához Tartozunk Egyesület,Európához Tartozunk Egyesület,57557,6
294815374340858,Donáth Anna,Momentum Mozgalom,56070,27
116609705085092,BP18,BP18,53283,5
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,52567,5
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,34475,10
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,31241,4
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,28069,5
264517713636590,PestiSracok.hu,PestiSrácok.hu,25398,5
103874348723105,Megoldás Mozgalom,Megoldás Mozgalom,24791,2
762305787130420,Józsefvárosi Fidesz,Józsefvárosi Fidesz,24229,4
113684438795574,Párbeszéd Magyarországért,Párbeszéd Magyarországért,23562,10
108346693873484,Győrffy Balázs,Balazs Gyorffy,22191,3
594088897289853,Alapjogokért Központ,Alapjogokért Központ,20878,11
592204747588011,Momentum Mozgalom,Momentum Mozgalom,20028,2
35634348348,Greenpeace Magyarország,Greenpeace Magyarország,19021,5
167604093409160,Promenad24,Dél-alföldi Média Centrum Kft.,18159,1
537817739693723,Brain Bar,Brain Bar,17870,8
851784814892644,Simicskó István,KDNP frakció,17805,2
1869511526651884,Zsigmond Barna Pál,Fidesz,17400,12
13204463437,"UNHCR, the UN Refugee Agency",These ads ran without a disclaimer,15290,17
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,13748,8
193640214178356,Gyopáros Alpár,Gyopáros Alpár,13745,3
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,13331,79
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,13119,1
376436808069,Eventim - Ticket Express Hungary,TEX Hungary Kft.,11702,1
189020783523,Mathias Corvinus Collegium - MCC,Mathias Corvinus Collegium Alapítvány,11130,2
14792493292,Magyar Kétfarkú Kutya Párt,Magyar Kétfarkú Kutya Párt,10785,6
102426795954406,Nobilis Márton,Nobilis Márton,10464,17
100401808007704,EzaLényeg.hu,EzaLényeg.hu,9576,20
108248022589754,Bosch Magyarország,Bosch Magyarország,9549,7
105097844200628,EzaLényeg.hu - Pestlőrinc,EzaLényeg.hu,9486,20
106280224056208,Gelencsér Ferenc,Momentum Mozgalom,9165,2
103607814480517,Kovács Alex Gábor,Kovács Alex Gábor,9138,4
1215492498464496,Angyal Károly,Angyal Károly Tibor,8162,4
113043410066839,Momentum Zala,Momentum Mozgalom,7729,1
132593883577930,Dr. Keresztes László Lóránt,LMP - Magyarország Zöld Pártja,7646,3
451844608304228,Metropol,Metropol,7537,2
184922004946258,Horváth Csaba,Budapest Főváros XIV. Kerület Zugló Önkormányzata,7450,4
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,6768,3
131283758531,HVG,HVG Kiadó ZRt.,6725,4
221761091331222,Danube Institute,Danube Institute,6592,11
1493071807593698,Papp László,Papp László,6567,2
276554411147,Szabolcs Online,Mediaworks Hungary Zrt.,6500,2
103922897650335,Bakos Bernadett,LMP - Magyarország Zöld Pártja,6390,2
105774734948091,Hungarian Conservative,Hungarian Conservative,6314,12
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,6220,3
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,6187,31
2407809316170057,Szendefy Mária - LMP,LMP - Magyarország Zöld Pártja,5950,1
345496092135627,Hír TV,Mediaworks Hungary Zrt.,5896,2
206829842043,Rétvári Bence,Rétvári Bence,5841,6
858185254269102,Magyar Építők,These ads ran without a disclaimer,5813,1
112694594992064,Mehr Licht,Mehr Licht,5788,2
713504822019923,Fidesz Székesfehérvár,Fidesz,5786,3
237088069704442,Kósa Ádám,"Adam Kosa, Member of the European Parliament",5750,1
320986996098,zaol.hu,Mediaworks Hungary Zrt.,5726,2
1584646591763647,Kanász-Nagy Máté,LMP - Magyarország Zöld Pártja,5671,3
142116653162328,Márki-Zay Péter,Márki-Zay Péter,5532,13
122922027734811,feol.hu,Mediaworks Hungary Zrt.,5496,2
125953004085398,Kemma.hu,Kemma.hu,5332,2
258636010813346,Delmagyar.hu,Mediaworks Hungary Zrt.,5313,2
506244332746545,TEOL.hu,TEOL.hu,5289,2
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,5283,5
296310837699,vaol.hu,Mediaworks Hungary Zrt.,5260,2
282290595766672,Hidegkuti Szabolcs,Momentum Mozgalom,5252,1
156847374371871,Szabó Tímea,Párbeszéd Magyarországért,5103,1
107760432613264,Sonline.hu - Somogy közösségi és hírportálja,Sonline.hu - Somogy közösségi és hírportálja,5088,2
